opportunity_id,source_record_id,source_title,source_url,opportunity_title,opportunity_description,opportunity_kind,source_procurement_stage,official_status_normalized,page_status_bucket,tender_type,tender_category,tender_evaluation_type,quotation_type,official_tender_number_primary,lookup_key_count,lookup_keys_json,procurement_reference_confidence,official_join_readiness,estimated_cost_text,estimated_cost_inr,official_project_cost_text,official_project_cost_inr,boq_best_total_amount_inr,boq_best_total_label,boq_best_total_document_id,submission_deadline_date_iso,submission_deadline_text,prebid_or_query_deadline_date_iso,prebid_or_query_deadline_text,technical_opening_date_iso,technical_opening_text,tender_fee_text,tender_fee_inr,bid_security_or_emd_text,bid_security_or_emd_inr,performance_security_text,bid_validity_text,bid_validity_days,work_or_concession_period_text,timeline_event_count,timeline_first_event_date_iso,timeline_last_event_date_iso,award_candidate_count,normalizable_project_award_count,official_award_verification_status,official_award_verification_priority,official_award_import_join_status,joined_official_award_fact_count,official_work_order_date,official_work_order_amount_inr,official_completion_date,official_contractor_or_successful_bidder,official_award_identity_available,scm_masterdata_join_count,scm_project_ids_json,scm_work_order_status_candidate_count,scm_work_order_dates_json,scm_work_order_amounts_inr_json,scm_actual_completion_dates_json,scm_milestone_statuses_json,scm_candidate_limitations,public_contractor_lead_count,public_named_party_lead_count,public_unnamed_party_lead_count,public_contractor_lead_statuses_json,public_contractor_lead_party_names_json,public_contractor_lead_source_urls_json,public_contractor_lead_limitations,official_award_closure_status,official_award_promotion_decision,official_award_promotable_fields_json,official_lifecycle_context_count,official_lifecycle_stages_json,remaining_award_gap_audit_id,remaining_award_gap_class,remaining_award_gap_why_not_closed,remaining_award_gap_next_source_targets_json,remaining_award_local_text_candidate_count,remaining_award_local_text_evidence_classes_json,remaining_award_local_text_disposition,remaining_award_local_text_why_not_closed,next_official_source_needed,official_award_source_url,data_completeness_score,available_fact_flags_json,missing_fact_flags_json,best_evidence_document_ids_json,source_layers_json,limitations
tender_opportunity_7a2666c23043fc629663,mscl_project_index_ce95fc2226c87a35,List of Projects,https://mangalurusmartcity.net/contents/project-list-mscl.pdf,List of Projects,"Project/DPR text was digitized and linked, with limited direct procurement-reference evidence.",documented_project_without_tender_detail,public_project_pdf_index_link,,,,,,,,0,[],none,needs_manual_reference_review,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,False,0,[],0,[],[],[],[],,4,3,0,"[""program_pmc_not_work_contractor"", ""official_question_requests_agency_details_answer_unresolved""]","[""Centre for Development of Advanced Computing"", ""Louis Berger Consulting Pvt Ltd"", ""Wadia Techno Engineering Services Ltd""]","[""https://www.mangaloretoday.com/mainnewsprint/Top-priority-to-Pumpwell-Bus-Terminus-construction-under-Smart-City-Project-Mayor.html"", ""https://kla.kar.nic.in/council/sq04072023.pdf""]",Public contractor/agency leads are follow-up clues only and cannot fill official contractor/successful-bidder truth.,,,[],0,[],,,,[],0,{},,,,,8,"[""source_url""]","[""lookup_key"", ""estimated_or_official_cost"", ""submission_deadline"", ""technical_opening"", ""prebid_or_query_deadline"", ""tender_fee"", ""bid_security_or_emd"", ""official_status"", ""official_work_order_truth"", ""official_completion_date"", ""verification_queue_status""]",[],"[""normalized_tender_facts"", ""procurement_reference_index"", ""timeline_facts"", ""public_contractor_or_agency_leads""]",Tender opportunity facts consolidate source-linked evidence; joined official work-order rows are not contractor/successful-bidder truth unless those fields are present.
tender_opportunity_30240e3092d978627966,mscl_project_index_4d57bc9f2addf465,Project Catalogue,https://mangalurusmartcity.net/contents/project-catalogue.pdf,Project Catalogue,"Project/DPR text was digitized and linked, with limited direct procurement-reference evidence.",documented_project_without_tender_detail,public_project_pdf_index_link,,,,,,,,0,[],none,needs_manual_reference_review,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,False,0,[],0,[],[],[],[],,0,0,0,[],[],[],,,,[],0,[],,,,[],0,{},,,,,8,"[""source_url""]","[""lookup_key"", ""estimated_or_official_cost"", ""submission_deadline"", ""technical_opening"", ""prebid_or_query_deadline"", ""tender_fee"", ""bid_security_or_emd"", ""official_status"", ""official_work_order_truth"", ""official_completion_date"", ""verification_queue_status""]","[{""document_id"": ""mscl_doc_4d57bc9f2addf465"", ""document_role"": ""project_catalogue"", ""normalized_field_count"": 1}]","[""normalized_tender_facts"", ""procurement_reference_index"", ""timeline_facts""]",Tender opportunity facts consolidate source-linked evidence; joined official work-order rows are not contractor/successful-bidder truth unless those fields are present.
tender_opportunity_405432c9a717c5f63907,mscl_project_0200b990f5c757cc,Command Control Centre Stage II,https://mangalurusmartcity.net/project/36,Command Control Centre Stage II,,official_project_status_without_tender_detail,ongoing_project_listing,ongoing,ongoing_public_page,,,,,,0,[],none,needs_manual_reference_review,,,,,,,,,,,,,,,,,,,,,,1,2026-06-05,2026-06-05,0,0,no_matching_official_import_row,medium,no_matching_official_import_row,0,,,,,False,1,"[""KAR-MAN-127""]",0,[],[],[],"[""DPR Under Preparation""]",Secondary Smart Cities Mission masterdata mirror status/work-order lead; not contractor/successful-bidder or KPPP/eProc award-register truth.,0,0,0,[],[],[],,no_promotable_official_award_row,do_not_promote_award_fields,[],1,"[""dpr_work_under_progress""]",remaining_award_gap_405432c9a717c5f63907,no_promotable_official_award_or_work_order_row,"No joined official award/work-order row currently proves the required fields: tender_status, award_date, work_order_date, contractor_or_successful_bidder, award_amount_inr, work_order_amount_inr, official_source_url.","[{""needed_fields"": ""tender number/work indent, award or work-order date, amount, contractor/successful bidder, source URL"", ""target_name"": ""KPPP/eProc award register or tender-status export"", ""target_url"": ""https://kppp.karnataka.gov.in/""}, {""needed_fields"": ""official project status plus any linked tender/work-order/award documents"", ""target_name"": ""MSCL official project page"", ""target_url"": ""https://mangalurusmartcity.net/project/36""}, {""needed_fields"": ""agency particulars, work orders, tender amounts, completion status, payments"", ""target_name"": ""KLA 04 July 2023 question and answer targets"", ""target_url"": ""https://kla.kar.nic.in/council/sq04072023.pdf""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA starred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/starred/04072023/04072023sq.htm""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA unstarred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/04072023/04072023usq.htm""}, {""needed_fields"": ""work-order/status rows already used where present; contractor fields still absent"", ""target_name"": ""KLA 15 December 2020 work-order/status table"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/15122020/729%28789%29.pdf""}]",0,{},no_mapped_local_full_text_for_remaining_gap,No mapped local full-text document was available for this remaining award-gap source row.,"Add a lawful KPPP/eProc, MSCL, MCC, or Karnataka Legislature answer/export row for Command Control Centre Stage II with source URL, work-order or award date, amount, and contractor/successful-bidder fields.",,25,"[""official_status"", ""source_url"", ""verification_queue_status""]","[""lookup_key"", ""estimated_or_official_cost"", ""submission_deadline"", ""technical_opening"", ""prebid_or_query_deadline"", ""tender_fee"", ""bid_security_or_emd"", ""official_work_order_truth"", ""official_completion_date""]",[],"[""normalized_tender_facts"", ""official_project_facts"", ""timeline_facts"", ""official_award_verification_queue"", ""official_award_import_join"", ""scm_masterdata_status_leads"", ""official_award_closure_dossiers"", ""official_lifecycle_context"", ""remaining_award_gap_audit"", ""remaining_award_local_text_candidate_scan""]",Tender opportunity facts consolidate source-linked evidence; joined official work-order rows are not contractor/successful-bidder truth unless those fields are present.
tender_opportunity_04db6876a71afc2092dc,mscl_project_0ec62aa9ef918d00,Connector Road from NH66 near Jeppu to Morgansgate Including construction of RUB,https://mangalurusmartcity.net/project/24,Connector Road from NH66 near Jeppu to Morgansgate Including construction of RUB,"Project/DPR text was digitized and linked, with limited direct procurement-reference evidence.",official_project_status_without_tender_detail,completed_project_listing,completed,completed_public_page,,,,,,0,[],none,needs_manual_reference_review,,,Rs. 49.95 Crores; Rs.30.00 Cr,499500000.0,,,,,,,,,,,,,,,,,,1,2026-06-05,2026-06-05,0,0,no_matching_official_import_row,high,no_matching_official_import_row,0,,,,,False,1,"[""KAR-MAN-103""]",0,[],[],[],"[""DPR Under Preparation""]",Secondary Smart Cities Mission masterdata mirror status/work-order lead; not contractor/successful-bidder or KPPP/eProc award-register truth.,0,0,0,[],[],[],,no_promotable_official_award_row,do_not_promote_award_fields,[],2,"[""concept_note_tc_approved_railway_estimate_pending"", ""tender_notified_bid_submission_pending_or_recent""]",remaining_award_gap_04db6876a71afc2092dc,no_promotable_official_award_or_work_order_row,"No joined official award/work-order row currently proves the required fields: tender_status, award_date, work_order_date, contractor_or_successful_bidder, award_amount_inr, work_order_amount_inr, official_source_url.","[{""needed_fields"": ""tender number/work indent, award or work-order date, amount, contractor/successful bidder, source URL"", ""target_name"": ""KPPP/eProc award register or tender-status export"", ""target_url"": ""https://kppp.karnataka.gov.in/""}, {""needed_fields"": ""official project status plus any linked tender/work-order/award documents"", ""target_name"": ""MSCL official project page"", ""target_url"": ""https://mangalurusmartcity.net/project/24""}, {""needed_fields"": ""agency particulars, work orders, tender amounts, completion status, payments"", ""target_name"": ""KLA 04 July 2023 question and answer targets"", ""target_url"": ""https://kla.kar.nic.in/council/sq04072023.pdf""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA starred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/starred/04072023/04072023sq.htm""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA unstarred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/04072023/04072023usq.htm""}, {""needed_fields"": ""work-order/status rows already used where present; contractor fields still absent"", ""target_name"": ""KLA 15 December 2020 work-order/status table"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/15122020/729%28789%29.pdf""}]",0,{},local_text_scanned_no_award_or_contractor_phrase,Mapped local full-text documents were scanned but did not contain the configured award/contractor phrase patterns.,"Add a lawful KPPP/eProc, MSCL, MCC, or Karnataka Legislature answer/export row for Connector Road from NH66 near Jeppu to Morgansgate Including construction of RUB with source URL, work-order or award date, amount, and contractor/successful-bidder fields.",,33,"[""estimated_or_official_cost"", ""official_status"", ""source_url"", ""verification_queue_status""]","[""lookup_key"", ""submission_deadline"", ""technical_opening"", ""prebid_or_query_deadline"", ""tender_fee"", ""bid_security_or_emd"", ""official_work_order_truth"", ""official_completion_date""]","[{""document_id"": ""mscl_doc_fa18f450a3b36500"", ""document_role"": ""dpr"", ""normalized_field_count"": 1}]","[""normalized_tender_facts"", ""official_project_facts"", ""procurement_reference_index"", ""timeline_facts"", ""official_award_verification_queue"", ""official_award_import_join"", ""scm_masterdata_status_leads"", ""official_award_closure_dossiers"", ""official_lifecycle_context"", ""remaining_award_gap_audit"", ""remaining_award_local_text_candidate_scan""]",Tender opportunity facts consolidate source-linked evidence; joined official work-order rows are not contractor/successful-bidder truth unless those fields are present.
tender_opportunity_3b921bba76757b26d709,mscl_project_7fc037e25e418d05,Construction of Clock Tower,https://mangalurusmartcity.net/project/29,Construction of Clock Tower,BOQ/drawing/specification bundle was digitized and linked; this supports scope and quantity review more than official tender-status lookup.,official_project_status_without_tender_detail,completed_project_listing,completed,completed_public_page,,,,,,0,[],none,needs_manual_reference_review,,,Rs. 0.75 Crores,7500000.0,,,,,,,,,,,,,,,,,,1,2026-06-05,2026-06-05,0,0,official_award_or_work_order_truth_joined,high,official_award_or_work_order_truth_joined,1,2018-02-08,7500000.0,2019-09-30,,False,1,"[""KAR-MAN-083""]",1,"[""2018-02-08""]","[""6100000""]",[],"[""Work Order Issued""]",Secondary Smart Cities Mission masterdata mirror status/work-order lead; not contractor/successful-bidder or KPPP/eProc award-register truth.,0,0,0,[],[],[],,official_work_order_status_joined_contractor_gap,promote_work_order_status_fields_only,"[""tender_status"", ""work_order_date"", ""work_order_amount_inr"", ""completion_date"", ""official_source_url""]",0,[],remaining_award_gap_3b921bba76757b26d709,work_order_truth_present_contractor_gap,"Official work-order/status evidence is joined, but contractor/successful-bidder and award identity fields remain blank in the joined official rows.","[{""needed_fields"": ""tender number/work indent, award or work-order date, amount, contractor/successful bidder, source URL"", ""target_name"": ""KPPP/eProc award register or tender-status export"", ""target_url"": ""https://kppp.karnataka.gov.in/""}, {""needed_fields"": ""official project status plus any linked tender/work-order/award documents"", ""target_name"": ""MSCL official project page"", ""target_url"": ""https://mangalurusmartcity.net/project/29""}, {""needed_fields"": ""agency particulars, work orders, tender amounts, completion status, payments"", ""target_name"": ""KLA 04 July 2023 question and answer targets"", ""target_url"": ""https://kla.kar.nic.in/council/sq04072023.pdf""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA starred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/starred/04072023/04072023sq.htm""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA unstarred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/04072023/04072023usq.htm""}, {""needed_fields"": ""work-order/status rows already used where present; contractor fields still absent"", ""target_name"": ""KLA 15 December 2020 work-order/status table"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/15122020/729%28789%29.pdf""}]",0,{},local_text_scanned_no_award_or_contractor_phrase,Mapped local full-text documents were scanned but did not contain the configured award/contractor phrase patterns.,"Add a lawful KPPP/eProc, MSCL, or MCC award-register/export row for Construction of Clock Tower that names the contractor/successful bidder and award amount/date.",https://kla.kar.nic.in/council/Replies/unstarred/14092021/usq246%2814092021%29.pdf,50,"[""estimated_or_official_cost"", ""official_status"", ""official_work_order_truth"", ""official_completion_date"", ""source_url"", ""verification_queue_status""]","[""lookup_key"", ""submission_deadline"", ""technical_opening"", ""prebid_or_query_deadline"", ""tender_fee"", ""bid_security_or_emd""]","[{""document_id"": ""mscl_doc_aeb249c03db3db62"", ""document_role"": ""dpr"", ""normalized_field_count"": 1}]","[""normalized_tender_facts"", ""official_project_facts"", ""procurement_reference_index"", ""timeline_facts"", ""official_award_verification_queue"", ""official_award_import_join"", ""scm_masterdata_status_leads"", ""official_award_closure_dossiers"", ""remaining_award_gap_audit"", ""remaining_award_local_text_candidate_scan""]",Tender opportunity facts consolidate source-linked evidence; joined official work-order rows are not contractor/successful-bidder truth unless those fields are present.
tender_opportunity_5bc1c5a1b8fea6b1134c,mscl_project_706b1fa83545292f,Construction of Command Control Center Building- annexe to MCC Building,https://mangalurusmartcity.net/project/25,Construction of Command Control Center Building- annexe to MCC Building,BOQ/drawing/specification bundle was digitized and linked; this supports scope and quantity review more than official tender-status lookup.,official_project_status_without_tender_detail,completed_project_listing,completed,completed_public_page,,,,,,0,[],low,needs_manual_reference_review,,,,,50000000.0,Grand Total,mscl_doc_90a7780293cada9a,,,,,,,,,,,,,,,3,2017-02,2026-06-05,12,0,official_award_or_work_order_truth_joined,high,official_award_or_work_order_truth_joined,1,2020-02-13,42600000.0,,,False,1,"[""KAR-MAN-140""]",0,[],[],[],"[""Tender Issued""]",Secondary Smart Cities Mission masterdata mirror status/work-order lead; not contractor/successful-bidder or KPPP/eProc award-register truth.,0,0,0,[],[],[],,official_work_order_status_joined_contractor_gap,promote_work_order_status_fields_only,"[""tender_status"", ""work_order_date"", ""work_order_amount_inr"", ""official_source_url""]",0,[],remaining_award_gap_5bc1c5a1b8fea6b1134c,work_order_truth_present_contractor_gap,"Official work-order/status evidence is joined, but contractor/successful-bidder and award identity fields remain blank in the joined official rows.","[{""needed_fields"": ""tender number/work indent, award or work-order date, amount, contractor/successful bidder, source URL"", ""target_name"": ""KPPP/eProc award register or tender-status export"", ""target_url"": ""https://kppp.karnataka.gov.in/""}, {""needed_fields"": ""official project status plus any linked tender/work-order/award documents"", ""target_name"": ""MSCL official project page"", ""target_url"": ""https://mangalurusmartcity.net/project/25""}, {""needed_fields"": ""agency particulars, work orders, tender amounts, completion status, payments"", ""target_name"": ""KLA 04 July 2023 question and answer targets"", ""target_url"": ""https://kla.kar.nic.in/council/sq04072023.pdf""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA starred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/starred/04072023/04072023sq.htm""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA unstarred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/04072023/04072023usq.htm""}, {""needed_fields"": ""work-order/status rows already used where present; contractor fields still absent"", ""target_name"": ""KLA 15 December 2020 work-order/status table"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/15122020/729%28789%29.pdf""}]",10,"{""boq_costing_or_scope_text"": 2, ""generic_award_or_contractor_phrase"": 4, ""generic_execution_role_text"": 1, ""rfp_or_dpr_pre_award_obligation"": 3}",local_text_phrases_found_none_promotable,"Local parsed text has award/contractor-like phrases, but the snippets are BOQ costing text, RFP/DPR definitions, or generic contractor-role language without official awarded-party identity.","Add a lawful KPPP/eProc, MSCL, or MCC award-register/export row for Construction of Command Control Center Building- annexe to MCC Building that names the contractor/successful bidder and award amount/date.",https://kla.kar.nic.in/council/Replies/unstarred/14092021/usq246%2814092021%29.pdf,42,"[""estimated_or_official_cost"", ""official_status"", ""official_work_order_truth"", ""source_url"", ""verification_queue_status""]","[""lookup_key"", ""submission_deadline"", ""technical_opening"", ""prebid_or_query_deadline"", ""tender_fee"", ""bid_security_or_emd"", ""official_completion_date""]","[{""document_id"": ""mscl_doc_7265529cf0d9221a"", ""document_role"": ""dpr"", ""normalized_field_count"": 1}, {""document_id"": ""mscl_doc_90a7780293cada9a"", ""document_role"": ""boq"", ""normalized_field_count"": 1}]","[""normalized_tender_facts"", ""official_project_facts"", ""procurement_reference_index"", ""boq_total_facts"", ""timeline_facts"", ""award_candidate_facts"", ""official_award_verification_queue"", ""official_award_import_join"", ""scm_masterdata_status_leads"", ""official_award_closure_dossiers"", ""remaining_award_gap_audit"", ""remaining_award_local_text_candidate_scan""]",Tender opportunity facts consolidate source-linked evidence; joined official work-order rows are not contractor/successful-bidder truth unless those fields are present.
tender_opportunity_5b638e70efac1b4ab479,mscl_project_46b2d5141ca219f5,Construction of additional floor at existing building of Lady Goschen hospital at Mangaluru,https://mangalurusmartcity.net/project/26,Construction of additional floor at existing building of Lady Goschen hospital at Mangaluru,,official_project_status_without_tender_detail,completed_project_listing,completed,completed_public_page,,,,,,0,[],none,needs_manual_reference_review,,,Rs 5.00 Crores,50000000.0,,,,,,,,,,,,,,,,,,1,2026-06-05,2026-06-05,0,0,official_award_or_work_order_truth_joined,high,official_award_or_work_order_truth_joined,1,2020-06-24,19300000.0,2021-08-31,,False,0,[],0,[],[],[],[],,0,0,0,[],[],[],,official_work_order_status_joined_contractor_gap,promote_work_order_status_fields_only,"[""tender_status"", ""work_order_date"", ""work_order_amount_inr"", ""completion_date"", ""official_source_url""]",0,[],remaining_award_gap_5b638e70efac1b4ab479,work_order_truth_present_contractor_gap,"Official work-order/status evidence is joined, but contractor/successful-bidder and award identity fields remain blank in the joined official rows.","[{""needed_fields"": ""tender number/work indent, award or work-order date, amount, contractor/successful bidder, source URL"", ""target_name"": ""KPPP/eProc award register or tender-status export"", ""target_url"": ""https://kppp.karnataka.gov.in/""}, {""needed_fields"": ""official project status plus any linked tender/work-order/award documents"", ""target_name"": ""MSCL official project page"", ""target_url"": ""https://mangalurusmartcity.net/project/26""}, {""needed_fields"": ""agency particulars, work orders, tender amounts, completion status, payments"", ""target_name"": ""KLA 04 July 2023 question and answer targets"", ""target_url"": ""https://kla.kar.nic.in/council/sq04072023.pdf""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA starred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/starred/04072023/04072023sq.htm""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA unstarred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/04072023/04072023usq.htm""}, {""needed_fields"": ""work-order/status rows already used where present; contractor fields still absent"", ""target_name"": ""KLA 15 December 2020 work-order/status table"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/15122020/729%28789%29.pdf""}]",0,{},no_mapped_local_full_text_for_remaining_gap,No mapped local full-text document was available for this remaining award-gap source row.,"Add a lawful KPPP/eProc, MSCL, or MCC award-register/export row for Construction of additional floor at existing building of Lady Goschen hospital at Mangaluru that names the contractor/successful bidder and award amount/date.",https://kla.kar.nic.in/council/Replies/unstarred/14092021/usq246%2814092021%29.pdf,50,"[""estimated_or_official_cost"", ""official_status"", ""official_work_order_truth"", ""official_completion_date"", ""source_url"", ""verification_queue_status""]","[""lookup_key"", ""submission_deadline"", ""technical_opening"", ""prebid_or_query_deadline"", ""tender_fee"", ""bid_security_or_emd""]",[],"[""normalized_tender_facts"", ""official_project_facts"", ""timeline_facts"", ""official_award_verification_queue"", ""official_award_import_join"", ""official_award_closure_dossiers"", ""remaining_award_gap_audit"", ""remaining_award_local_text_candidate_scan""]",Tender opportunity facts consolidate source-linked evidence; joined official work-order rows are not contractor/successful-bidder truth unless those fields are present.
tender_opportunity_dd35952b3c35a4a95861,mscl_project_58bab29edb7010f7,Conversion of Streetlight to LED,https://mangalurusmartcity.net/project/33,Conversion of Streetlight to LED,"RFP/tender documents were digitized and linked, but the parsed text did not expose a reliable portal lookup key.",official_project_status_without_tender_detail,completed_project_listing,ongoing,ongoing_public_page,,,,,,0,[],none,needs_manual_reference_review,,,Rs. 62.63 Crores,626300000.0,,,,,,,,,,,,"Rs. 69, 50, 000",6950000.0,Crore only) approximately equivalent to 5% of the Contract price of Rs,,,Operation and Maintenance period of 10 years (hereinafter referred to individually as the “Project”),1,2026-06-05,2026-06-05,54,0,official_award_or_work_order_truth_joined,medium,official_award_or_work_order_truth_joined,1,2020-07-03,,,,False,1,"[""KAR-MAN-131""]",0,[],[],[],"[""Tender Issued""]",Secondary Smart Cities Mission masterdata mirror status/work-order lead; not contractor/successful-bidder or KPPP/eProc award-register truth.,2,1,1,"[""public_named_concessionaire_or_agency_candidate"", ""public_unnamed_contract_reference""]","[""Mangaluru Smart Lighting Private Limited"", ""unnamed previous concessionaires and new consortium / SPV""]","[""https://timesofindia.indiatimes.com/city/mangaluru/corporators-feel-the-heat-due-to-delayed-project/articleshow/102962753.cms"", ""https://timesofindia.indiatimes.com/city/mangaluru/led-streetlight-project-still-in-the-dark/articleshow/92988856.cms""]",Public contractor/agency leads are follow-up clues only and cannot fill official contractor/successful-bidder truth.,official_work_order_status_joined_contractor_gap,promote_work_order_status_fields_only,"[""tender_status"", ""work_order_date"", ""official_source_url""]",0,[],remaining_award_gap_dd35952b3c35a4a95861,work_order_truth_present_contractor_gap,"Official work-order/status evidence is joined, but contractor/successful-bidder and award identity fields remain blank in the joined official rows.","[{""needed_fields"": ""tender number/work indent, award or work-order date, amount, contractor/successful bidder, source URL"", ""target_name"": ""KPPP/eProc award register or tender-status export"", ""target_url"": ""https://kppp.karnataka.gov.in/""}, {""needed_fields"": ""official project status plus any linked tender/work-order/award documents"", ""target_name"": ""MSCL official project page"", ""target_url"": ""https://mangalurusmartcity.net/project/33""}, {""needed_fields"": ""agency particulars, work orders, tender amounts, completion status, payments"", ""target_name"": ""KLA 04 July 2023 question and answer targets"", ""target_url"": ""https://kla.kar.nic.in/council/sq04072023.pdf""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA starred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/starred/04072023/04072023sq.htm""}, {""needed_fields"": ""answer PDF or table corresponding to Mangaluru Smart City agency/work-order question"", ""target_name"": ""KLA unstarred reply index for 04 July 2023"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/04072023/04072023usq.htm""}, {""needed_fields"": ""work-order/status rows already used where present; contractor fields still absent"", ""target_name"": ""KLA 15 December 2020 work-order/status table"", ""target_url"": ""https://kla.kar.nic.in/council/Replies/unstarred/15122020/729%28789%29.pdf""}]",0,{},local_text_scanned_no_award_or_contractor_phrase,Mapped local full-text documents were scanned but did not contain the configured award/contractor phrase patterns.,"Add a lawful KPPP/eProc, MSCL, or MCC award-register/export row for Conversion of Streetlight to LED that names the contractor/successful bidder and award amount/date.",https://kla.kar.nic.in/council/Replies/unstarred/14092021/usq246%2814092021%29.pdf,50,"[""estimated_or_official_cost"", ""bid_security_or_emd"", ""official_status"", ""official_work_order_truth"", ""source_url"", ""verification_queue_status""]","[""lookup_key"", ""submission_deadline"", ""technical_opening"", ""prebid_or_query_deadline"", ""tender_fee"", ""official_completion_date""]","[{""document_id"": ""mscl_doc_b4d207d4110951db_child_3c0a1119314543d4"", ""document_role"": ""rfp"", ""normalized_field_count"": 3}, {""document_id"": ""mscl_doc_b4d207d4110951db_child_d8ecd42621e3b364"", ""document_role"": ""rfp"", ""normalized_field_count"": 3}, {""document_id"": ""mscl_doc_c1328a09335f4fdd"", ""document_role"": ""dpr"", ""normalized_field_count"": 1}]","[""normalized_tender_facts"", ""official_project_facts"", ""procurement_reference_index"", ""timeline_facts"", ""award_candidate_facts"", ""official_award_verification_queue"", ""official_award_import_join"", ""scm_masterdata_status_leads"", ""public_contractor_or_agency_leads"", ""official_award_closure_dossiers"", ""remaining_award_gap_audit"", ""remaining_award_local_text_candidate_scan""]",Tender opportunity facts consolidate source-linked evidence; joined official work-order rows are not contractor/successful-bidder truth unless those fields are present.
