document_id,source_record_id,source_title,source_family,source_url,parent_document_id,archive_entry_path,document_label,document_url,document_role,priority_score,file_extension,fetch_status,parse_status,page_count,rendered_page_count,text_char_count,table_count,archive_entry_count,money_amount_count,date_count,procurement_ref_count,location_token_count,review_priority,limitations
mscl_doc_a47e22e88c29ac66_child_8d9f462f791aca30,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 16.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 16.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%2016.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,22166,0,0,1,1,0,1,low,
mscl_doc_a47e22e88c29ac66_child_2033bcdabc7d95c9,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 17.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 17.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%2017.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,22166,0,0,1,1,0,1,low,
mscl_doc_a47e22e88c29ac66_child_2b64fa88c7ae0b82,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 18.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 18.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%2018.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,23230,0,0,1,1,0,1,low,
mscl_doc_a47e22e88c29ac66_child_2361c685147e2ffc,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 2.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 2.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%202.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,50207,0,0,1,1,0,1,low,
mscl_doc_a47e22e88c29ac66_child_57cf0b88a3fc83b2,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 3.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 3.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%203.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,34104,0,0,1,2,0,1,low,
mscl_doc_a47e22e88c29ac66_child_ddd43280cdb08b73,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 4.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 4.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%204.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,52466,0,0,1,1,0,1,low,
mscl_doc_a47e22e88c29ac66_child_96ec67e490b05661,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 5.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 5.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%205.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,45708,0,0,1,3,0,1,low,
mscl_doc_a47e22e88c29ac66_child_0066b086caa4c58e,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 6.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 6.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%206.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,34967,0,0,1,1,0,1,low,
mscl_doc_a47e22e88c29ac66_child_287cf8a53b1cd705,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 7.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 7.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%207.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,46086,0,0,1,2,0,1,low,
mscl_doc_a47e22e88c29ac66_child_4bb370ed38c71711,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 8.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 8.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%208.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,33766,0,0,1,1,0,1,low,
mscl_doc_a47e22e88c29ac66_child_8d96fee4d0065cab,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 9.pdf,L Section for Underground Drainage Network for Zone 4 (Part-1) in ABD Area-Sheet 9.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/L%20Section%20for%20Underground%20Drainage%20Network%20for%20Zone%204%20%28Part-1%29%20in%20ABD%20Area-Sheet%209.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,31733,0,0,1,1,0,1,low,
mscl_doc_a47e22e88c29ac66_child_a269594abb68a9f0,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/Manhole_Section and Line Diagram-Layout1.pdf,Manhole_Section and Line Diagram-Layout1.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/Manhole_Section%20and%20Line%20Diagram-Layout1.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,5723,0,0,0,1,0,1,low,
mscl_doc_a47e22e88c29ac66_child_cbb3f5fdf84d0a6f,mscl_project_f2a84dc69e6d7574,UGD 1,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/45,mscl_doc_a47e22e88c29ac66,Z - 4 (Pakage - 1) PDF/WTE_2292_00_UGD_4.01 (R0) DETAILS OF RCC PRECAST MANHOLES-Layout1.pdf,WTE_2292_00_UGD_4.01 (R0) DETAILS OF RCC PRECAST MANHOLES-Layout1.pdf,https://mangalurusmartcity.net/contents/2028836.87896134-827719.867454667.rar#archive-entry=Z%20-%204%20%28Pakage%20-%201%29%20PDF/WTE_2292_00_UGD_4.01%20%28R0%29%20DETAILS%20OF%20RCC%20PRECAST%20MANHOLES-Layout1.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,31776,0,0,0,1,2,1,low,
mscl_doc_0c45c402043eebe3,mscl_project_706b1fa83545292f,Construction of Command Control Center Building- annexe to MCC Building,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/25,,,Drawings,https://mangalurusmartcity.net/contents/2712995.84895046-468611.937304808.rar,drawings,25,.rar,exists,archive_inventory_extracted,0,0,0,0,5,0,0,0,0,low,Archive contents were inventoried; parseable child files were extracted into linked child document records.
mscl_doc_0c45c402043eebe3_child_f5af4b9f1d7fefd6,mscl_project_706b1fa83545292f,Construction of Command Control Center Building- annexe to MCC Building,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/25,mscl_doc_0c45c402043eebe3,FIRST PLAN.pdf,FIRST PLAN.pdf,https://mangalurusmartcity.net/contents/2712995.84895046-468611.937304808.rar#archive-entry=FIRST%20PLAN.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,2530,0,0,0,1,1,1,low,
mscl_doc_0c45c402043eebe3_child_f21538279363b7e8,mscl_project_706b1fa83545292f,Construction of Command Control Center Building- annexe to MCC Building,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/25,mscl_doc_0c45c402043eebe3,GROUND PLAN.pdf,GROUND PLAN.pdf,https://mangalurusmartcity.net/contents/2712995.84895046-468611.937304808.rar#archive-entry=GROUND%20PLAN.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,2565,0,0,0,1,1,1,low,
mscl_doc_0c45c402043eebe3_child_81b91c25d0e30445,mscl_project_706b1fa83545292f,Construction of Command Control Center Building- annexe to MCC Building,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/25,mscl_doc_0c45c402043eebe3,SECOND PLAN.pdf,SECOND PLAN.pdf,https://mangalurusmartcity.net/contents/2712995.84895046-468611.937304808.rar#archive-entry=SECOND%20PLAN.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,2564,0,0,0,1,1,1,low,
mscl_doc_0c45c402043eebe3_child_1ffe3bd1057d35ab,mscl_project_706b1fa83545292f,Construction of Command Control Center Building- annexe to MCC Building,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/25,mscl_doc_0c45c402043eebe3,TERRACE PLAN.pdf,TERRACE PLAN.pdf,https://mangalurusmartcity.net/contents/2712995.84895046-468611.937304808.rar#archive-entry=TERRACE%20PLAN.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,2587,0,0,0,1,1,1,low,
mscl_doc_0c45c402043eebe3_child_24377a2b8b5df18b,mscl_project_706b1fa83545292f,Construction of Command Control Center Building- annexe to MCC Building,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/25,mscl_doc_0c45c402043eebe3,THIRD PLAN.pdf,THIRD PLAN.pdf,https://mangalurusmartcity.net/contents/2712995.84895046-468611.937304808.rar#archive-entry=THIRD%20PLAN.pdf,drawings,35,.pdf,archive_extracted,parsed,1,1,2534,0,0,0,1,1,1,low,
mscl_doc_d43724388121db5e,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,,,Drawings,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar,drawings,25,.rar,exists,archive_inventory_extracted,0,0,0,0,24,0,0,0,0,low,Archive contents were inventoried; parseable child files were extracted into linked child document records.
mscl_doc_d43724388121db5e_child_a9e1bfe64b1e0b52,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF PANDESHWAR ROADS (Road no.3).pdf,WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF PANDESHWAR ROADS (Road no.3).pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20PANDESHWAR%20ROADS%20%28Road%20no.3%29.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,27462,0,0,2,1,0,2,low,
mscl_doc_d43724388121db5e_child_59f8e9851ba32aad,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.02 (R0) EXISTING FEATURES OF ROSARIO CHURCH ROADS (Part - 1a) Sheet 1 of 2.pdf,WTE_2292_03_R_1.02 (R0) EXISTING FEATURES OF ROSARIO CHURCH ROADS (Part - 1a) Sheet 1 of 2.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.02%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROSARIO%20CHURCH%20ROADS%20%28Part%20-%201a%29%20Sheet%201%20of%202.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,40650,0,0,2,1,0,1,low,
mscl_doc_d43724388121db5e_child_8618935da8da1a38,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.02 (R0) EXISTING FEATURES OF ROSARIO CHURCH ROADS (Part - 1a) Sheet 2 of 2.pdf,WTE_2292_03_R_1.02 (R0) EXISTING FEATURES OF ROSARIO CHURCH ROADS (Part - 1a) Sheet 2 of 2.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.02%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROSARIO%20CHURCH%20ROADS%20%28Part%20-%201a%29%20Sheet%202%20of%202.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,54738,0,0,2,1,0,2,low,
mscl_doc_d43724388121db5e_child_70b4519bcea570d5,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.03 (R0) EXISTING FEATURES OF BUNDER ROADS (Part - 16) Sheet 1 of 2.pdf,WTE_2292_03_R_1.03 (R0) EXISTING FEATURES OF BUNDER ROADS (Part - 16) Sheet 1 of 2.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.03%20%28R0%29%20EXISTING%20FEATURES%20OF%20BUNDER%20ROADS%20%28Part%20-%2016%29%20Sheet%201%20of%202.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,41704,0,0,2,1,0,2,low,
mscl_doc_d43724388121db5e_child_8d81a876502b30bd,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.03 (R0) EXISTING FEATURES OF BUNDER ROADS (Part - 16) Sheet 2 of 2.pdf,WTE_2292_03_R_1.03 (R0) EXISTING FEATURES OF BUNDER ROADS (Part - 16) Sheet 2 of 2.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.03%20%28R0%29%20EXISTING%20FEATURES%20OF%20BUNDER%20ROADS%20%28Part%20-%2016%29%20Sheet%202%20of%202.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,69688,0,0,2,1,0,2,low,
mscl_doc_d43724388121db5e_child_28ee29574b6b8522,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.04 (R0) EXISTING FEATURES OF LIGHT HOUSE HILL ROADS (Part - 11) Sheet 1 of 2.pdf,WTE_2292_03_R_1.04 (R0) EXISTING FEATURES OF LIGHT HOUSE HILL ROADS (Part - 11) Sheet 1 of 2.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.04%20%28R0%29%20EXISTING%20FEATURES%20OF%20LIGHT%20HOUSE%20HILL%20ROADS%20%28Part%20-%2011%29%20Sheet%201%20of%202.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,35988,0,0,2,1,0,1,low,
mscl_doc_d43724388121db5e_child_cd6cba7623fc2836,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.04 (R0) EXISTING FEATURES OF LIGHT HOUSE HILL ROADS (Part - 11) Sheet 2 of 2.pdf,WTE_2292_03_R_1.04 (R0) EXISTING FEATURES OF LIGHT HOUSE HILL ROADS (Part - 11) Sheet 2 of 2.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.04%20%28R0%29%20EXISTING%20FEATURES%20OF%20LIGHT%20HOUSE%20HILL%20ROADS%20%28Part%20-%2011%29%20Sheet%202%20of%202.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,23190,0,0,2,1,0,1,low,
mscl_doc_d43724388121db5e_child_8d9f86a88d2a8a76,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.05 (R0) EXISTING FEATURES OF KMC MERKARA TRUNK ROAD ROADS (Part - 17) Sheet 1 of 2.pdf,WTE_2292_03_R_1.05 (R0) EXISTING FEATURES OF KMC MERKARA TRUNK ROAD ROADS (Part - 17) Sheet 1 of 2.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.05%20%28R0%29%20EXISTING%20FEATURES%20OF%20KMC%20MERKARA%20TRUNK%20ROAD%20ROADS%20%28Part%20-%2017%29%20Sheet%201%20of%202.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,29060,0,0,2,1,0,1,low,
mscl_doc_d43724388121db5e_child_3f11a7cf135ac81d,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.05 (R0) EXISTING FEATURES OF KMC MERKARA TRUNK ROAD ROADS (Part - 17) Sheet 2 of 2.pdf,WTE_2292_03_R_1.05 (R0) EXISTING FEATURES OF KMC MERKARA TRUNK ROAD ROADS (Part - 17) Sheet 2 of 2.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.05%20%28R0%29%20EXISTING%20FEATURES%20OF%20KMC%20MERKARA%20TRUNK%20ROAD%20ROADS%20%28Part%20-%2017%29%20Sheet%202%20of%202.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,22979,0,0,2,1,0,1,low,
mscl_doc_d43724388121db5e_child_933c25f767c2e0e9,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_1.01 (R0) EXISTING FEATURES OF ROADS - 22_11_18/WTE_2292_03_R_1.06 (R0) EXISTING FEATURES OF MOHAMMED ALI ROADS _ Sheet 1 of 1.pdf,WTE_2292_03_R_1.06 (R0) EXISTING FEATURES OF MOHAMMED ALI ROADS _ Sheet 1 of 1.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_1.01%20%28R0%29%20EXISTING%20FEATURES%20OF%20ROADS%20-%2022_11_18/WTE_2292_03_R_1.06%20%28R0%29%20EXISTING%20FEATURES%20OF%20MOHAMMED%20ALI%20ROADS%20_%20Sheet%201%20of%201.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,14250,0,0,2,1,0,2,low,
mscl_doc_d43724388121db5e_child_b0d43876a884d404,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_2.01 (R0) PLAN AND PROFILE - 22_11_18/WTE_2292_03_R_2.01 (R0) PLAN AND PROFILE OF ROSARIO CHURCH ROAD (Road no.1a) Sheet 1 of 4.pdf,WTE_2292_03_R_2.01 (R0) PLAN AND PROFILE OF ROSARIO CHURCH ROAD (Road no.1a) Sheet 1 of 4.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_2.01%20%28R0%29%20PLAN%20AND%20PROFILE%20-%2022_11_18/WTE_2292_03_R_2.01%20%28R0%29%20PLAN%20AND%20PROFILE%20OF%20ROSARIO%20CHURCH%20ROAD%20%28Road%20no.1a%29%20Sheet%201%20of%204.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,15731,0,0,1,1,0,1,low,
mscl_doc_d43724388121db5e_child_fdd564bd523d6c58,mscl_project_60002bfd95a402b0,Smart Road 3,mscl_live_public_project_pages,https://mangalurusmartcity.net/project/38,mscl_doc_d43724388121db5e,DPR 3 - Drawings 22_11_18/WTE_2292_03_R_2.01 (R0) PLAN AND PROFILE - 22_11_18/WTE_2292_03_R_2.01 (R0) PLAN AND PROFILE OF ROSARIO CHURCH ROAD (Road no.1a) Sheet 2 of 4.pdf,WTE_2292_03_R_2.01 (R0) PLAN AND PROFILE OF ROSARIO CHURCH ROAD (Road no.1a) Sheet 2 of 4.pdf,https://mangalurusmartcity.net/contents/3670378.81336658-837256.487174538.rar#archive-entry=DPR%203%20-%20Drawings%2022_11_18/WTE_2292_03_R_2.01%20%28R0%29%20PLAN%20AND%20PROFILE%20-%2022_11_18/WTE_2292_03_R_2.01%20%28R0%29%20PLAN%20AND%20PROFILE%20OF%20ROSARIO%20CHURCH%20ROAD%20%28Road%20no.1a%29%20Sheet%202%20of%204.pdf,dpr,65,.pdf,archive_extracted,parsed,1,1,23732,0,0,1,1,0,1,low,
