event_month,event_year,family_group,family_group_label,source_label,event_count
2014-12,2014,road_safety,Road safety,Daijiworld,44
2015-01,2015,civic_infrastructure,Civic work,Daijiworld,6
2015-01,2015,fire_emergency,Fire and emergency,Daijiworld,5
2015-01,2015,health,Health,Daijiworld,4
2015-01,2015,other,Other,Daijiworld,1
2015-01,2015,road_safety,Road safety,Daijiworld,34
2015-02,2015,civic_infrastructure,Civic work,Daijiworld,4
2015-02,2015,fire_emergency,Fire and emergency,Daijiworld,4
2015-02,2015,health,Health,Daijiworld,2
2015-02,2015,other,Other,Daijiworld,3
2015-02,2015,road_safety,Road safety,Daijiworld,33
2015-03,2015,civic_infrastructure,Civic work,Daijiworld,8
2015-03,2015,fire_emergency,Fire and emergency,Daijiworld,1
2015-03,2015,health,Health,Daijiworld,8
2015-03,2015,other,Other,Daijiworld,3
2015-03,2015,flood_weather,Rain and weather,Daijiworld,2
2015-03,2015,road_safety,Road safety,Daijiworld,48
2015-04,2015,civic_infrastructure,Civic work,Daijiworld,9
2015-04,2015,fire_emergency,Fire and emergency,Daijiworld,4
2015-04,2015,health,Health,Daijiworld,3
2015-04,2015,other,Other,Daijiworld,1
2015-04,2015,flood_weather,Rain and weather,Daijiworld,6
2015-04,2015,road_safety,Road safety,Daijiworld,33
2015-05,2015,civic_infrastructure,Civic work,Daijiworld,7
2015-05,2015,fire_emergency,Fire and emergency,Daijiworld,1
2015-05,2015,health,Health,Daijiworld,3
2015-05,2015,other,Other,Daijiworld,1
2015-05,2015,flood_weather,Rain and weather,Daijiworld,4
2015-05,2015,road_safety,Road safety,Daijiworld,40
2015-06,2015,civic_infrastructure,Civic work,Daijiworld,9
2015-06,2015,fire_emergency,Fire and emergency,Daijiworld,3
2015-06,2015,health,Health,Daijiworld,8
2015-06,2015,other,Other,Daijiworld,1
2015-06,2015,flood_weather,Rain and weather,Daijiworld,11
2015-06,2015,road_safety,Road safety,Daijiworld,34
2015-07,2015,civic_infrastructure,Civic work,Daijiworld,4
2015-07,2015,fire_emergency,Fire and emergency,Daijiworld,1
2015-07,2015,health,Health,Daijiworld,7
2015-07,2015,flood_weather,Rain and weather,Daijiworld,2
2015-07,2015,road_safety,Road safety,Daijiworld,33
2015-08,2015,civic_infrastructure,Civic work,Daijiworld,7
2015-08,2015,fire_emergency,Fire and emergency,Daijiworld,2
2015-08,2015,health,Health,Daijiworld,5
2015-08,2015,flood_weather,Rain and weather,Daijiworld,2
2015-08,2015,road_safety,Road safety,Daijiworld,31
2015-09,2015,civic_infrastructure,Civic work,Daijiworld,4
2015-09,2015,fire_emergency,Fire and emergency,Daijiworld,2
2015-09,2015,health,Health,Daijiworld,7
2015-09,2015,other,Other,Daijiworld,2
2015-09,2015,flood_weather,Rain and weather,Daijiworld,2
2015-09,2015,road_safety,Road safety,Daijiworld,25
2015-10,2015,civic_infrastructure,Civic work,Daijiworld,8
2015-10,2015,fire_emergency,Fire and emergency,Daijiworld,3
2015-10,2015,health,Health,Daijiworld,2
2015-10,2015,other,Other,Daijiworld,1
2015-10,2015,road_safety,Road safety,Daijiworld,31
2015-11,2015,civic_infrastructure,Civic work,Daijiworld,3
2015-11,2015,fire_emergency,Fire and emergency,Daijiworld,3
2015-11,2015,health,Health,Daijiworld,7
2015-11,2015,road_safety,Road safety,Daijiworld,28
2015-12,2015,civic_infrastructure,Civic work,Daijiworld,5
2015-12,2015,health,Health,Daijiworld,1
2015-12,2015,other,Other,Daijiworld,1
2015-12,2015,road_safety,Road safety,Daijiworld,28
2016-01,2016,civic_infrastructure,Civic work,Daijiworld,4
2016-01,2016,fire_emergency,Fire and emergency,Daijiworld,3
2016-01,2016,health,Health,Daijiworld,5
2016-01,2016,other,Other,Daijiworld,4
2016-01,2016,road_safety,Road safety,Daijiworld,31
2016-02,2016,civic_infrastructure,Civic work,Daijiworld,5
2016-02,2016,fire_emergency,Fire and emergency,Daijiworld,3
2016-02,2016,health,Health,Daijiworld,6
2016-02,2016,flood_weather,Rain and weather,Daijiworld,1
2016-02,2016,road_safety,Road safety,Daijiworld,33
2016-03,2016,civic_infrastructure,Civic work,Daijiworld,8
2016-03,2016,fire_emergency,Fire and emergency,Daijiworld,1
2016-03,2016,health,Health,Daijiworld,6
2016-03,2016,other,Other,Daijiworld,1
2016-03,2016,flood_weather,Rain and weather,Daijiworld,2
2016-03,2016,road_safety,Road safety,Daijiworld,34
2016-04,2016,civic_infrastructure,Civic work,Daijiworld,11
2016-04,2016,fire_emergency,Fire and emergency,Daijiworld,2
2016-04,2016,health,Health,Daijiworld,2
2016-04,2016,other,Other,Daijiworld,4
2016-04,2016,flood_weather,Rain and weather,Daijiworld,4
2016-04,2016,road_safety,Road safety,Daijiworld,30
2016-05,2016,civic_infrastructure,Civic work,Daijiworld,6
2016-05,2016,fire_emergency,Fire and emergency,Daijiworld,2
2016-05,2016,health,Health,Daijiworld,10
2016-05,2016,other,Other,Daijiworld,1
2016-05,2016,other,Other,Mangalorean.com,1
2016-05,2016,flood_weather,Rain and weather,Daijiworld,2
2016-05,2016,road_safety,Road safety,Daijiworld,39
2016-06,2016,civic_infrastructure,Civic work,Daijiworld,3
2016-06,2016,health,Health,Daijiworld,5
2016-06,2016,other,Other,Daijiworld,2
2016-06,2016,flood_weather,Rain and weather,Daijiworld,8
2016-06,2016,road_safety,Road safety,Daijiworld,49
2016-07,2016,civic_infrastructure,Civic work,Daijiworld,6
2016-07,2016,health,Health,Daijiworld,4
2016-07,2016,other,Other,Daijiworld,1
2016-07,2016,flood_weather,Rain and weather,Daijiworld,3
2016-07,2016,road_safety,Road safety,Daijiworld,42
2016-08,2016,civic_infrastructure,Civic work,Daijiworld,11
2016-08,2016,fire_emergency,Fire and emergency,Daijiworld,4
2016-08,2016,health,Health,Daijiworld,6
2016-08,2016,other,Other,Daijiworld,1
2016-08,2016,flood_weather,Rain and weather,Daijiworld,1
2016-08,2016,road_safety,Road safety,Daijiworld,29
2016-09,2016,civic_infrastructure,Civic work,Daijiworld,11
2016-09,2016,fire_emergency,Fire and emergency,Daijiworld,1
2016-09,2016,health,Health,Daijiworld,5
2016-09,2016,other,Other,Daijiworld,3
2016-09,2016,road_safety,Road safety,Daijiworld,37
2016-10,2016,civic_infrastructure,Civic work,Daijiworld,14
2016-10,2016,health,Health,Daijiworld,7
2016-10,2016,other,Other,Daijiworld,4
2016-10,2016,flood_weather,Rain and weather,Daijiworld,1
2016-10,2016,road_safety,Road safety,Daijiworld,38
2016-11,2016,civic_infrastructure,Civic work,Daijiworld,10
2016-11,2016,fire_emergency,Fire and emergency,Daijiworld,3
2016-11,2016,governance,Governance,Daijiworld,7
2016-11,2016,health,Health,Daijiworld,1
2016-11,2016,other,Other,Daijiworld,1
2016-11,2016,other,Other,Mangalorean.com,1
2016-11,2016,crime_public_safety,Public safety,Daijiworld,1
2016-11,2016,flood_weather,Rain and weather,Daijiworld,2
2016-11,2016,road_safety,Road safety,Daijiworld,21
2016-12,2016,civic_infrastructure,Civic work,Daijiworld,6
2016-12,2016,education,Education,Daijiworld,1
2016-12,2016,fire_emergency,Fire and emergency,Daijiworld,3
2016-12,2016,governance,Governance,Daijiworld,6
2016-12,2016,health,Health,Daijiworld,5
2016-12,2016,other,Other,Daijiworld,2
2016-12,2016,crime_public_safety,Public safety,Daijiworld,4
2016-12,2016,road_safety,Road safety,Daijiworld,19
2017-01,2017,civic_infrastructure,Civic work,Daijiworld,5
2017-01,2017,education,Education,Daijiworld,1
2017-01,2017,fire_emergency,Fire and emergency,Daijiworld,9
2017-01,2017,governance,Governance,Daijiworld,6
2017-01,2017,health,Health,Daijiworld,2
2017-01,2017,other,Other,Daijiworld,3
2017-01,2017,crime_public_safety,Public safety,Daijiworld,4
2017-01,2017,road_safety,Road safety,Daijiworld,23
2017-02,2017,civic_infrastructure,Civic work,Daijiworld,2
2017-02,2017,fire_emergency,Fire and emergency,Daijiworld,3
2017-02,2017,governance,Governance,Daijiworld,6
2017-02,2017,health,Health,Daijiworld,2
2017-02,2017,other,Other,Daijiworld,8
2017-02,2017,crime_public_safety,Public safety,Daijiworld,2
2017-02,2017,flood_weather,Rain and weather,Daijiworld,1
2017-02,2017,road_safety,Road safety,Daijiworld,21
2017-03,2017,civic_infrastructure,Civic work,Daijiworld,5
2017-03,2017,fire_emergency,Fire and emergency,Daijiworld,7
2017-03,2017,governance,Governance,Daijiworld,4
2017-03,2017,health,Health,Daijiworld,6
2017-03,2017,other,Other,Daijiworld,1
2017-03,2017,crime_public_safety,Public safety,Daijiworld,7
2017-03,2017,flood_weather,Rain and weather,Daijiworld,1
2017-03,2017,road_safety,Road safety,Daijiworld,25
2017-04,2017,civic_infrastructure,Civic work,Daijiworld,6
2017-04,2017,education,Education,Daijiworld,1
2017-04,2017,fire_emergency,Fire and emergency,Daijiworld,7
2017-04,2017,governance,Governance,Daijiworld,5
2017-04,2017,health,Health,Daijiworld,4
2017-04,2017,other,Other,Daijiworld,5
2017-04,2017,other,Other,Mangalorean.com,1
2017-04,2017,crime_public_safety,Public safety,Daijiworld,4
2017-04,2017,flood_weather,Rain and weather,Daijiworld,1
2017-04,2017,road_safety,Road safety,Daijiworld,23
2017-05,2017,civic_infrastructure,Civic work,Daijiworld,8
2017-05,2017,education,Education,Daijiworld,1
2017-05,2017,fire_emergency,Fire and emergency,Daijiworld,4
2017-05,2017,governance,Governance,Daijiworld,4
2017-05,2017,health,Health,Daijiworld,7
2017-05,2017,other,Other,Daijiworld,5
2017-05,2017,crime_public_safety,Public safety,Daijiworld,6
2017-05,2017,flood_weather,Rain and weather,Daijiworld,3
2017-05,2017,road_safety,Road safety,Daijiworld,35
2017-06,2017,civic_infrastructure,Civic work,Daijiworld,6
2017-06,2017,education,Education,Daijiworld,1
2017-06,2017,fire_emergency,Fire and emergency,Daijiworld,2
2017-06,2017,governance,Governance,Daijiworld,4
2017-06,2017,health,Health,Daijiworld,3
2017-06,2017,other,Other,Daijiworld,6
2017-06,2017,crime_public_safety,Public safety,Daijiworld,2
2017-06,2017,flood_weather,Rain and weather,Daijiworld,5
2017-06,2017,road_safety,Road safety,Daijiworld,22
2017-07,2017,civic_infrastructure,Civic work,Daijiworld,4
2017-07,2017,education,Education,Daijiworld,1
2017-07,2017,fire_emergency,Fire and emergency,Daijiworld,2
2017-07,2017,governance,Governance,Daijiworld,10
2017-07,2017,health,Health,Daijiworld,4
2017-07,2017,health,Health,Other sources,2
2017-07,2017,other,Other,Daijiworld,4
2017-07,2017,crime_public_safety,Public safety,Daijiworld,4
2017-07,2017,flood_weather,Rain and weather,Daijiworld,3
2017-07,2017,road_safety,Road safety,Daijiworld,11
2017-08,2017,civic_infrastructure,Civic work,Daijiworld,4
2017-08,2017,fire_emergency,Fire and emergency,Daijiworld,1
2017-08,2017,governance,Governance,Daijiworld,14
2017-08,2017,health,Health,Daijiworld,7
2017-08,2017,other,Other,Daijiworld,6
2017-08,2017,crime_public_safety,Public safety,Daijiworld,1
2017-08,2017,flood_weather,Rain and weather,Daijiworld,6
2017-08,2017,road_safety,Road safety,Daijiworld,18
2017-09,2017,civic_infrastructure,Civic work,Daijiworld,5
2017-09,2017,fire_emergency,Fire and emergency,Daijiworld,2
2017-09,2017,governance,Governance,Daijiworld,7
2017-09,2017,health,Health,Daijiworld,3
2017-09,2017,other,Other,Daijiworld,4
2017-09,2017,crime_public_safety,Public safety,Daijiworld,6
2017-09,2017,flood_weather,Rain and weather,Daijiworld,1
2017-09,2017,road_safety,Road safety,Daijiworld,16
2017-10,2017,civic_infrastructure,Civic work,Daijiworld,6
2017-10,2017,education,Education,Daijiworld,3
2017-10,2017,fire_emergency,Fire and emergency,Daijiworld,8
2017-10,2017,governance,Governance,Daijiworld,7
2017-10,2017,health,Health,Daijiworld,5
2017-10,2017,other,Other,Daijiworld,3
2017-10,2017,crime_public_safety,Public safety,Daijiworld,1
2017-10,2017,flood_weather,Rain and weather,Daijiworld,2
2017-10,2017,road_safety,Road safety,Daijiworld,37
2017-11,2017,civic_infrastructure,Civic work,Daijiworld,6
2017-11,2017,fire_emergency,Fire and emergency,Daijiworld,6
2017-11,2017,governance,Governance,Daijiworld,3
2017-11,2017,health,Health,Daijiworld,3
2017-11,2017,other,Other,Daijiworld,8
2017-11,2017,crime_public_safety,Public safety,Daijiworld,2
2017-11,2017,flood_weather,Rain and weather,Daijiworld,1
2017-11,2017,road_safety,Road safety,Daijiworld,12
2017-12,2017,civic_infrastructure,Civic work,Daijiworld,6
2017-12,2017,education,Education,Daijiworld,1
2017-12,2017,fire_emergency,Fire and emergency,Daijiworld,5
2017-12,2017,governance,Governance,Daijiworld,6
2017-12,2017,health,Health,Daijiworld,5
2017-12,2017,other,Other,Daijiworld,2
2017-12,2017,crime_public_safety,Public safety,Daijiworld,4
2017-12,2017,road_safety,Road safety,Daijiworld,29
2018-01,2018,civic_infrastructure,Civic work,Daijiworld,4
2018-01,2018,education,Education,Daijiworld,1
2018-01,2018,fire_emergency,Fire and emergency,Daijiworld,6
2018-01,2018,governance,Governance,Daijiworld,5
2018-01,2018,health,Health,Daijiworld,4
2018-01,2018,other,Other,Daijiworld,6
2018-01,2018,crime_public_safety,Public safety,Daijiworld,3
2018-01,2018,road_safety,Road safety,Daijiworld,24
2018-02,2018,civic_infrastructure,Civic work,Daijiworld,7
2018-02,2018,fire_emergency,Fire and emergency,Daijiworld,3
2018-02,2018,governance,Governance,Daijiworld,3
2018-02,2018,health,Health,Daijiworld,6
2018-02,2018,other,Other,Daijiworld,2
2018-02,2018,crime_public_safety,Public safety,Daijiworld,8
2018-02,2018,road_safety,Road safety,Daijiworld,12
2018-03,2018,civic_infrastructure,Civic work,Daijiworld,4
2018-03,2018,fire_emergency,Fire and emergency,Daijiworld,4
2018-03,2018,governance,Governance,Daijiworld,6
2018-03,2018,health,Health,Daijiworld,3
2018-03,2018,other,Other,Daijiworld,3
2018-03,2018,crime_public_safety,Public safety,Daijiworld,2
2018-03,2018,road_safety,Road safety,Daijiworld,20
2018-04,2018,civic_infrastructure,Civic work,Daijiworld,1
2018-04,2018,education,Education,Daijiworld,1
2018-04,2018,fire_emergency,Fire and emergency,Daijiworld,1
2018-04,2018,governance,Governance,Daijiworld,2
2018-04,2018,health,Health,Daijiworld,4
2018-04,2018,other,Other,Daijiworld,4
2018-04,2018,flood_weather,Rain and weather,Daijiworld,3
2018-04,2018,road_safety,Road safety,Daijiworld,18
2018-05,2018,civic_infrastructure,Civic work,Daijiworld,1
2018-05,2018,civic_infrastructure,Civic work,Mangalorean.com,1
2018-05,2018,education,Education,Mangalorean.com,3
2018-05,2018,fire_emergency,Fire and emergency,Daijiworld,5
2018-05,2018,fire_emergency,Fire and emergency,Mangalorean.com,2
2018-05,2018,governance,Governance,Daijiworld,2
2018-05,2018,governance,Governance,Mangalorean.com,1
2018-05,2018,health,Health,Daijiworld,2
2018-05,2018,health,Health,Mangalorean.com,3
2018-05,2018,other,Other,Daijiworld,6
2018-05,2018,other,Other,Mangalorean.com,2
2018-05,2018,crime_public_safety,Public safety,Daijiworld,1
2018-05,2018,flood_weather,Rain and weather,Daijiworld,7
2018-05,2018,flood_weather,Rain and weather,Mangalorean.com,1
2018-05,2018,road_safety,Road safety,Daijiworld,14
2018-05,2018,road_safety,Road safety,Mangalorean.com,1
2018-06,2018,civic_infrastructure,Civic work,Daijiworld,14
2018-06,2018,civic_infrastructure,Civic work,Mangalorean.com,12
2018-06,2018,education,Education,Daijiworld,2
2018-06,2018,education,Education,Mangalorean.com,9
2018-06,2018,fire_emergency,Fire and emergency,Daijiworld,3
2018-06,2018,fire_emergency,Fire and emergency,Mangalorean.com,3
2018-06,2018,governance,Governance,Daijiworld,13
2018-06,2018,governance,Governance,Mangalorean.com,4
2018-06,2018,health,Health,Daijiworld,6
2018-06,2018,health,Health,Mangalorean.com,32
2018-06,2018,other,Other,Daijiworld,5
2018-06,2018,other,Other,Mangalorean.com,9
2018-06,2018,crime_public_safety,Public safety,Daijiworld,2
2018-06,2018,crime_public_safety,Public safety,Mangalorean.com,1
2018-06,2018,flood_weather,Rain and weather,Daijiworld,12
2018-06,2018,flood_weather,Rain and weather,Mangalorean.com,10
2018-06,2018,road_safety,Road safety,Daijiworld,18
2018-06,2018,road_safety,Road safety,Mangalorean.com,18
2018-07,2018,civic_infrastructure,Civic work,Daijiworld,11
2018-07,2018,civic_infrastructure,Civic work,Mangalorean.com,13
2018-07,2018,education,Education,Daijiworld,4
2018-07,2018,education,Education,Mangalorean.com,14
2018-07,2018,fire_emergency,Fire and emergency,Daijiworld,6
2018-07,2018,fire_emergency,Fire and emergency,Mangalorean.com,2
2018-07,2018,governance,Governance,Daijiworld,11
2018-07,2018,governance,Governance,Mangalorean.com,11
2018-07,2018,health,Health,Daijiworld,4
2018-07,2018,health,Health,Mangalorean.com,28
2018-07,2018,other,Other,Daijiworld,3
2018-07,2018,other,Other,Mangalorean.com,8
2018-07,2018,crime_public_safety,Public safety,Daijiworld,4
2018-07,2018,crime_public_safety,Public safety,Mangalorean.com,3
2018-07,2018,flood_weather,Rain and weather,Daijiworld,4
2018-07,2018,flood_weather,Rain and weather,Mangalorean.com,3
2018-07,2018,road_safety,Road safety,Daijiworld,32
2018-07,2018,road_safety,Road safety,Mangalorean.com,15
2018-08,2018,civic_infrastructure,Civic work,Daijiworld,10
2018-08,2018,civic_infrastructure,Civic work,Mangalorean.com,11
2018-08,2018,education,Education,Mangalorean.com,16
2018-08,2018,fire_emergency,Fire and emergency,Daijiworld,4
2018-08,2018,fire_emergency,Fire and emergency,Mangalorean.com,12
2018-08,2018,governance,Governance,Daijiworld,8
2018-08,2018,governance,Governance,Mangalorean.com,9
2018-08,2018,health,Health,Daijiworld,5
2018-08,2018,health,Health,Mangalorean.com,23
2018-08,2018,other,Other,Daijiworld,5
2018-08,2018,other,Other,Mangalorean.com,1
2018-08,2018,crime_public_safety,Public safety,Daijiworld,2
2018-08,2018,crime_public_safety,Public safety,Mangalorean.com,4
2018-08,2018,flood_weather,Rain and weather,Daijiworld,21
2018-08,2018,flood_weather,Rain and weather,Mangalorean.com,13
2018-08,2018,road_safety,Road safety,Daijiworld,49
2018-08,2018,road_safety,Road safety,Mangalorean.com,18
2018-09,2018,civic_infrastructure,Civic work,Daijiworld,9
2018-09,2018,civic_infrastructure,Civic work,Mangalorean.com,11
2018-09,2018,education,Education,Daijiworld,1
2018-09,2018,education,Education,Mangalorean.com,8
2018-09,2018,fire_emergency,Fire and emergency,Daijiworld,5
2018-09,2018,fire_emergency,Fire and emergency,Mangalorean.com,2
2018-09,2018,governance,Governance,Daijiworld,5
2018-09,2018,governance,Governance,Mangalorean.com,12
2018-09,2018,health,Health,Daijiworld,5
2018-09,2018,health,Health,Mangalorean.com,35
2018-09,2018,other,Other,Daijiworld,3
2018-09,2018,other,Other,Mangalorean.com,9
2018-09,2018,crime_public_safety,Public safety,Daijiworld,2
2018-09,2018,crime_public_safety,Public safety,Mangalorean.com,3
2018-09,2018,flood_weather,Rain and weather,Daijiworld,6
2018-09,2018,flood_weather,Rain and weather,Mangalorean.com,6
2018-09,2018,road_safety,Road safety,Daijiworld,22
2018-09,2018,road_safety,Road safety,Mangalorean.com,4
2018-10,2018,civic_infrastructure,Civic work,Daijiworld,5
2018-10,2018,civic_infrastructure,Civic work,Mangalorean.com,10
2018-10,2018,education,Education,Daijiworld,1
2018-10,2018,education,Education,Mangalorean.com,13
2018-10,2018,fire_emergency,Fire and emergency,Daijiworld,4
2018-10,2018,fire_emergency,Fire and emergency,Mangalorean.com,5
2018-10,2018,governance,Governance,Daijiworld,7
2018-10,2018,governance,Governance,Mangalorean.com,3
2018-10,2018,health,Health,Daijiworld,6
2018-10,2018,health,Health,Mangalorean.com,26
2018-10,2018,other,Other,Daijiworld,4
2018-10,2018,other,Other,Mangalorean.com,2
2018-10,2018,crime_public_safety,Public safety,Daijiworld,4
2018-10,2018,crime_public_safety,Public safety,Mangalorean.com,1
2018-10,2018,flood_weather,Rain and weather,Daijiworld,3
2018-10,2018,flood_weather,Rain and weather,Mangalorean.com,3
2018-10,2018,road_safety,Road safety,Daijiworld,27
2018-10,2018,road_safety,Road safety,Mangalorean.com,13
2018-11,2018,civic_infrastructure,Civic work,Daijiworld,7
2018-11,2018,civic_infrastructure,Civic work,Mangalorean.com,8
2018-11,2018,education,Education,Daijiworld,1
2018-11,2018,education,Education,Mangalorean.com,9
2018-11,2018,fire_emergency,Fire and emergency,Daijiworld,2
2018-11,2018,fire_emergency,Fire and emergency,Mangalorean.com,4
2018-11,2018,governance,Governance,Daijiworld,1
2018-11,2018,governance,Governance,Mangalorean.com,7
2018-11,2018,health,Health,Daijiworld,4
2018-11,2018,health,Health,Mangalorean.com,33
2018-11,2018,other,Other,Daijiworld,4
2018-11,2018,other,Other,Mangalorean.com,10
2018-11,2018,crime_public_safety,Public safety,Daijiworld,5
2018-11,2018,crime_public_safety,Public safety,Mangalorean.com,4
2018-11,2018,flood_weather,Rain and weather,Daijiworld,3
2018-11,2018,flood_weather,Rain and weather,Mangalorean.com,1
2018-11,2018,road_safety,Road safety,Daijiworld,20
2018-11,2018,road_safety,Road safety,Mangalorean.com,8
2018-12,2018,civic_infrastructure,Civic work,Daijiworld,3
2018-12,2018,civic_infrastructure,Civic work,Mangalorean.com,10
2018-12,2018,education,Education,Mangalorean.com,13
2018-12,2018,fire_emergency,Fire and emergency,Daijiworld,6
2018-12,2018,fire_emergency,Fire and emergency,Mangalorean.com,5
2018-12,2018,governance,Governance,Daijiworld,3
2018-12,2018,governance,Governance,Mangalorean.com,5
2018-12,2018,health,Health,Daijiworld,4
2018-12,2018,health,Health,Mangalorean.com,24
2018-12,2018,other,Other,Daijiworld,7
2018-12,2018,other,Other,Mangalorean.com,5
2018-12,2018,crime_public_safety,Public safety,Daijiworld,1
2018-12,2018,crime_public_safety,Public safety,Mangalorean.com,1
2018-12,2018,flood_weather,Rain and weather,Daijiworld,1
2018-12,2018,road_safety,Road safety,Daijiworld,31
2018-12,2018,road_safety,Road safety,Mangalorean.com,8
2019-01,2019,civic_infrastructure,Civic work,Daijiworld,12
2019-01,2019,civic_infrastructure,Civic work,Mangalorean.com,8
2019-01,2019,education,Education,Daijiworld,1
2019-01,2019,education,Education,Mangalorean.com,19
2019-01,2019,fire_emergency,Fire and emergency,Daijiworld,4
2019-01,2019,fire_emergency,Fire and emergency,Mangalorean.com,5
2019-01,2019,governance,Governance,Daijiworld,4
2019-01,2019,governance,Governance,Mangalorean.com,5
2019-01,2019,health,Health,Daijiworld,4
2019-01,2019,health,Health,Mangalorean.com,38
2019-01,2019,other,Other,Daijiworld,4
2019-01,2019,other,Other,Mangalorean.com,11
2019-01,2019,crime_public_safety,Public safety,Daijiworld,4
2019-01,2019,crime_public_safety,Public safety,Mangalorean.com,2
2019-01,2019,flood_weather,Rain and weather,Daijiworld,2
2019-01,2019,flood_weather,Rain and weather,Mangalorean.com,1
2019-01,2019,road_safety,Road safety,Daijiworld,19
2019-01,2019,road_safety,Road safety,Mangalorean.com,6
2019-02,2019,civic_infrastructure,Civic work,Daijiworld,7
2019-02,2019,civic_infrastructure,Civic work,Mangalorean.com,9
2019-02,2019,education,Education,Daijiworld,1
2019-02,2019,education,Education,Mangalorean.com,11
2019-02,2019,fire_emergency,Fire and emergency,Daijiworld,8
2019-02,2019,fire_emergency,Fire and emergency,Mangalorean.com,4
2019-02,2019,governance,Governance,Daijiworld,3
2019-02,2019,governance,Governance,Mangalorean.com,8
2019-02,2019,health,Health,Daijiworld,6
2019-02,2019,health,Health,Mangalorean.com,25
2019-02,2019,other,Other,Daijiworld,3
2019-02,2019,other,Other,Mangalorean.com,6
2019-02,2019,crime_public_safety,Public safety,Daijiworld,3
2019-02,2019,crime_public_safety,Public safety,Mangalorean.com,1
2019-02,2019,flood_weather,Rain and weather,Daijiworld,2
2019-02,2019,flood_weather,Rain and weather,Mangalorean.com,4
2019-02,2019,road_safety,Road safety,Daijiworld,19
2019-02,2019,road_safety,Road safety,Mangalorean.com,13
2019-03,2019,civic_infrastructure,Civic work,Daijiworld,4
2019-03,2019,civic_infrastructure,Civic work,Mangalorean.com,8
2019-03,2019,education,Education,Daijiworld,5
2019-03,2019,education,Education,Mangalorean.com,15
2019-03,2019,fire_emergency,Fire and emergency,Daijiworld,8
2019-03,2019,fire_emergency,Fire and emergency,Mangalorean.com,3
2019-03,2019,governance,Governance,Daijiworld,4
2019-03,2019,governance,Governance,Mangalorean.com,6
2019-03,2019,health,Health,Daijiworld,12
2019-03,2019,health,Health,Mangalorean.com,25
2019-03,2019,other,Other,Daijiworld,4
2019-03,2019,other,Other,Mangalorean.com,6
2019-03,2019,crime_public_safety,Public safety,Daijiworld,3
2019-03,2019,crime_public_safety,Public safety,Mangalorean.com,4
2019-03,2019,flood_weather,Rain and weather,Daijiworld,2
2019-03,2019,road_safety,Road safety,Daijiworld,26
2019-03,2019,road_safety,Road safety,Mangalorean.com,9
2019-04,2019,civic_infrastructure,Civic work,Daijiworld,5
2019-04,2019,civic_infrastructure,Civic work,Mangalorean.com,11
2019-04,2019,education,Education,Daijiworld,2
2019-04,2019,education,Education,Mangalorean.com,13
2019-04,2019,fire_emergency,Fire and emergency,Daijiworld,5
2019-04,2019,fire_emergency,Fire and emergency,Mangalorean.com,10
2019-04,2019,governance,Governance,Daijiworld,2
2019-04,2019,governance,Governance,Mangalorean.com,3
2019-04,2019,health,Health,Daijiworld,6
2019-04,2019,health,Health,Mangalorean.com,22
2019-04,2019,other,Other,Daijiworld,12
2019-04,2019,other,Other,Mangalorean.com,3
2019-04,2019,crime_public_safety,Public safety,Mangalorean.com,2
2019-04,2019,flood_weather,Rain and weather,Daijiworld,4
2019-04,2019,flood_weather,Rain and weather,Mangalorean.com,3
2019-04,2019,road_safety,Road safety,Daijiworld,18
2019-04,2019,road_safety,Road safety,Mangalorean.com,7
2019-05,2019,civic_infrastructure,Civic work,Daijiworld,7
2019-05,2019,civic_infrastructure,Civic work,Mangalorean.com,14
2019-05,2019,education,Education,Daijiworld,4
2019-05,2019,education,Education,Mangalorean.com,8
2019-05,2019,fire_emergency,Fire and emergency,Daijiworld,1
2019-05,2019,fire_emergency,Fire and emergency,Mangalorean.com,1
2019-05,2019,governance,Governance,Mangalorean.com,7
2019-05,2019,health,Health,Daijiworld,6
2019-05,2019,health,Health,Mangalorean.com,24
2019-05,2019,other,Other,Daijiworld,10
2019-05,2019,other,Other,Mangalorean.com,5
2019-05,2019,crime_public_safety,Public safety,Mangalorean.com,5
2019-05,2019,flood_weather,Rain and weather,Daijiworld,7
2019-05,2019,flood_weather,Rain and weather,Mangalorean.com,6
2019-05,2019,road_safety,Road safety,Daijiworld,25
2019-05,2019,road_safety,Road safety,Mangalorean.com,9
2019-06,2019,civic_infrastructure,Civic work,Daijiworld,13
2019-06,2019,civic_infrastructure,Civic work,Mangalorean.com,13
2019-06,2019,education,Education,Daijiworld,1
2019-06,2019,education,Education,Mangalorean.com,12
2019-06,2019,fire_emergency,Fire and emergency,Daijiworld,3
2019-06,2019,fire_emergency,Fire and emergency,Mangalorean.com,4
2019-06,2019,governance,Governance,Mangalorean.com,5
2019-06,2019,health,Health,Daijiworld,7
2019-06,2019,health,Health,Mangalorean.com,40
2019-06,2019,other,Other,Daijiworld,10
2019-06,2019,other,Other,Mangalorean.com,7
2019-06,2019,crime_public_safety,Public safety,Mangalorean.com,4
2019-06,2019,flood_weather,Rain and weather,Daijiworld,11
2019-06,2019,flood_weather,Rain and weather,Mangalorean.com,10
2019-06,2019,road_safety,Road safety,Daijiworld,33
2019-06,2019,road_safety,Road safety,Mangalorean.com,22
2019-07,2019,civic_infrastructure,Civic work,Daijiworld,5
2019-07,2019,civic_infrastructure,Civic work,Mangalorean.com,17
