event_month,event_year,family_group,family_group_label,source_label,event_count
2019-07,2019,education,Education,Mangalorean.com,17
2019-07,2019,fire_emergency,Fire and emergency,Daijiworld,2
2019-07,2019,fire_emergency,Fire and emergency,Mangalorean.com,10
2019-07,2019,governance,Governance,Daijiworld,2
2019-07,2019,governance,Governance,Mangalorean.com,8
2019-07,2019,health,Health,Daijiworld,24
2019-07,2019,health,Health,Mangalorean.com,68
2019-07,2019,other,Other,Daijiworld,13
2019-07,2019,other,Other,Mangalorean.com,5
2019-07,2019,crime_public_safety,Public safety,Mangalorean.com,12
2019-07,2019,flood_weather,Rain and weather,Daijiworld,4
2019-07,2019,flood_weather,Rain and weather,Mangalorean.com,19
2019-07,2019,road_safety,Road safety,Daijiworld,24
2019-07,2019,road_safety,Road safety,Mangalorean.com,19
2019-08,2019,civic_infrastructure,Civic work,Daijiworld,15
2019-08,2019,civic_infrastructure,Civic work,Mangalorean.com,11
2019-08,2019,education,Education,Daijiworld,3
2019-08,2019,education,Education,Mangalorean.com,17
2019-08,2019,fire_emergency,Fire and emergency,Daijiworld,11
2019-08,2019,fire_emergency,Fire and emergency,Mangalorean.com,15
2019-08,2019,governance,Governance,Mangalorean.com,5
2019-08,2019,health,Health,Daijiworld,17
2019-08,2019,health,Health,Mangalorean.com,37
2019-08,2019,other,Other,Daijiworld,15
2019-08,2019,other,Other,Mangalorean.com,3
2019-08,2019,crime_public_safety,Public safety,Mangalorean.com,6
2019-08,2019,flood_weather,Rain and weather,Daijiworld,48
2019-08,2019,flood_weather,Rain and weather,Mangalorean.com,21
2019-08,2019,road_safety,Road safety,Daijiworld,21
2019-08,2019,road_safety,Road safety,Mangalorean.com,16
2019-09,2019,civic_infrastructure,Civic work,Daijiworld,11
2019-09,2019,civic_infrastructure,Civic work,Mangalorean.com,16
2019-09,2019,education,Education,Daijiworld,1
2019-09,2019,education,Education,Mangalorean.com,17
2019-09,2019,fire_emergency,Fire and emergency,Daijiworld,2
2019-09,2019,fire_emergency,Fire and emergency,Mangalorean.com,3
2019-09,2019,governance,Governance,Daijiworld,1
2019-09,2019,governance,Governance,Mangalorean.com,5
2019-09,2019,health,Health,Daijiworld,11
2019-09,2019,health,Health,Mangalorean.com,42
2019-09,2019,other,Other,Daijiworld,7
2019-09,2019,other,Other,Mangalorean.com,5
2019-09,2019,crime_public_safety,Public safety,Mangalorean.com,6
2019-09,2019,flood_weather,Rain and weather,Daijiworld,13
2019-09,2019,flood_weather,Rain and weather,Mangalorean.com,8
2019-09,2019,road_safety,Road safety,Daijiworld,26
2019-09,2019,road_safety,Road safety,Mangalorean.com,25
2019-10,2019,civic_infrastructure,Civic work,Daijiworld,13
2019-10,2019,civic_infrastructure,Civic work,Mangalorean.com,7
2019-10,2019,education,Education,Daijiworld,5
2019-10,2019,education,Education,Mangalorean.com,14
2019-10,2019,fire_emergency,Fire and emergency,Daijiworld,2
2019-10,2019,fire_emergency,Fire and emergency,Mangalorean.com,10
2019-10,2019,governance,Governance,Daijiworld,1
2019-10,2019,governance,Governance,Mangalorean.com,9
2019-10,2019,health,Health,Daijiworld,4
2019-10,2019,health,Health,Mangalorean.com,40
2019-10,2019,other,Other,Daijiworld,13
2019-10,2019,other,Other,Mangalorean.com,4
2019-10,2019,crime_public_safety,Public safety,Mangalorean.com,6
2019-10,2019,flood_weather,Rain and weather,Daijiworld,21
2019-10,2019,flood_weather,Rain and weather,Mangalorean.com,9
2019-10,2019,road_safety,Road safety,Daijiworld,24
2019-10,2019,road_safety,Road safety,Mangalorean.com,17
2019-11,2019,civic_infrastructure,Civic work,Daijiworld,10
2019-11,2019,civic_infrastructure,Civic work,Mangalorean.com,8
2019-11,2019,education,Education,Daijiworld,6
2019-11,2019,education,Education,Mangalorean.com,11
2019-11,2019,fire_emergency,Fire and emergency,Daijiworld,2
2019-11,2019,fire_emergency,Fire and emergency,Mangalorean.com,1
2019-11,2019,governance,Governance,Daijiworld,1
2019-11,2019,governance,Governance,Mangalorean.com,16
2019-11,2019,health,Health,Daijiworld,6
2019-11,2019,health,Health,Mangalorean.com,25
2019-11,2019,other,Other,Daijiworld,17
2019-11,2019,other,Other,Mangalorean.com,9
2019-11,2019,crime_public_safety,Public safety,Mangalorean.com,4
2019-11,2019,flood_weather,Rain and weather,Daijiworld,1
2019-11,2019,flood_weather,Rain and weather,Mangalorean.com,3
2019-11,2019,road_safety,Road safety,Daijiworld,23
2019-11,2019,road_safety,Road safety,Mangalorean.com,12
2019-12,2019,civic_infrastructure,Civic work,Daijiworld,15
2019-12,2019,civic_infrastructure,Civic work,Mangalorean.com,15
2019-12,2019,education,Education,Daijiworld,5
2019-12,2019,education,Education,Mangalorean.com,9
2019-12,2019,fire_emergency,Fire and emergency,Daijiworld,1
2019-12,2019,fire_emergency,Fire and emergency,Mangalorean.com,6
2019-12,2019,governance,Governance,Daijiworld,2
2019-12,2019,governance,Governance,Mangalorean.com,11
2019-12,2019,health,Health,Daijiworld,10
2019-12,2019,health,Health,Mangalorean.com,43
2019-12,2019,other,Other,Daijiworld,8
2019-12,2019,other,Other,Mangalorean.com,14
2019-12,2019,crime_public_safety,Public safety,Mangalorean.com,9
2019-12,2019,flood_weather,Rain and weather,Daijiworld,1
2019-12,2019,flood_weather,Rain and weather,Mangalorean.com,1
2019-12,2019,road_safety,Road safety,Daijiworld,23
2019-12,2019,road_safety,Road safety,Mangalorean.com,12
2020-01,2020,civic_infrastructure,Civic work,Daijiworld,15
2020-01,2020,civic_infrastructure,Civic work,Mangalorean.com,16
2020-01,2020,education,Education,Daijiworld,2
2020-01,2020,education,Education,Mangalorean.com,14
2020-01,2020,fire_emergency,Fire and emergency,Daijiworld,1
2020-01,2020,fire_emergency,Fire and emergency,Mangalorean.com,7
2020-01,2020,governance,Governance,Mangalorean.com,16
2020-01,2020,health,Health,Daijiworld,7
2020-01,2020,health,Health,Mangalorean.com,30
2020-01,2020,other,Other,Daijiworld,14
2020-01,2020,other,Other,Mangalorean.com,2
2020-01,2020,crime_public_safety,Public safety,Mangalorean.com,5
2020-01,2020,flood_weather,Rain and weather,Daijiworld,5
2020-01,2020,flood_weather,Rain and weather,Mangalorean.com,1
2020-01,2020,road_safety,Road safety,Daijiworld,13
2020-01,2020,road_safety,Road safety,Mangalorean.com,10
2020-02,2020,civic_infrastructure,Civic work,Daijiworld,10
2020-02,2020,civic_infrastructure,Civic work,Mangalorean.com,12
2020-02,2020,education,Education,Daijiworld,2
2020-02,2020,education,Education,Mangalorean.com,13
2020-02,2020,fire_emergency,Fire and emergency,Daijiworld,1
2020-02,2020,fire_emergency,Fire and emergency,Mangalorean.com,2
2020-02,2020,governance,Governance,Mangalorean.com,7
2020-02,2020,health,Health,Daijiworld,19
2020-02,2020,health,Health,Mangalorean.com,44
2020-02,2020,other,Other,Daijiworld,17
2020-02,2020,other,Other,Mangalorean.com,4
2020-02,2020,crime_public_safety,Public safety,Mangalorean.com,3
2020-02,2020,road_safety,Road safety,Daijiworld,23
2020-02,2020,road_safety,Road safety,Mangalorean.com,12
2020-03,2020,civic_infrastructure,Civic work,Daijiworld,7
2020-03,2020,civic_infrastructure,Civic work,Mangalorean.com,3
2020-03,2020,education,Education,Mangalorean.com,12
2020-03,2020,fire_emergency,Fire and emergency,Daijiworld,1
2020-03,2020,fire_emergency,Fire and emergency,Mangalorean.com,2
2020-03,2020,governance,Governance,Daijiworld,2
2020-03,2020,governance,Governance,Mangalorean.com,3
2020-03,2020,health,Health,Daijiworld,45
2020-03,2020,health,Health,Mangalorean.com,160
2020-03,2020,other,Other,Daijiworld,2
2020-03,2020,other,Other,Mangalorean.com,1
2020-03,2020,crime_public_safety,Public safety,Mangalorean.com,3
2020-03,2020,flood_weather,Rain and weather,Daijiworld,1
2020-03,2020,flood_weather,Rain and weather,Mangalorean.com,1
2020-03,2020,road_safety,Road safety,Daijiworld,13
2020-03,2020,road_safety,Road safety,Mangalorean.com,3
2020-04,2020,civic_infrastructure,Civic work,Daijiworld,4
2020-04,2020,civic_infrastructure,Civic work,Mangalorean.com,2
2020-04,2020,education,Education,Mangalorean.com,1
2020-04,2020,fire_emergency,Fire and emergency,Daijiworld,4
2020-04,2020,health,Health,Daijiworld,27
2020-04,2020,health,Health,Mangalorean.com,172
2020-04,2020,other,Other,Daijiworld,5
2020-04,2020,other,Other,Mangalorean.com,3
2020-04,2020,crime_public_safety,Public safety,Daijiworld,1
2020-04,2020,crime_public_safety,Public safety,Mangalorean.com,1
2020-04,2020,flood_weather,Rain and weather,Daijiworld,2
2020-04,2020,flood_weather,Rain and weather,Mangalorean.com,1
2020-04,2020,road_safety,Road safety,Daijiworld,4
2020-04,2020,road_safety,Road safety,Mangalorean.com,2
2020-05,2020,civic_infrastructure,Civic work,Daijiworld,5
2020-05,2020,civic_infrastructure,Civic work,Mangalorean.com,4
2020-05,2020,education,Education,Daijiworld,3
2020-05,2020,education,Education,Mangalorean.com,2
2020-05,2020,fire_emergency,Fire and emergency,Daijiworld,18
2020-05,2020,fire_emergency,Fire and emergency,Mangalorean.com,2
2020-05,2020,governance,Governance,Mangalorean.com,3
2020-05,2020,health,Health,Daijiworld,23
2020-05,2020,health,Health,Mangalorean.com,175
2020-05,2020,other,Other,Daijiworld,18
2020-05,2020,crime_public_safety,Public safety,Mangalorean.com,1
2020-05,2020,flood_weather,Rain and weather,Daijiworld,2
2020-05,2020,flood_weather,Rain and weather,Mangalorean.com,9
2020-05,2020,road_safety,Road safety,Daijiworld,15
2020-05,2020,road_safety,Road safety,Mangalorean.com,6
2020-06,2020,civic_infrastructure,Civic work,Daijiworld,12
2020-06,2020,civic_infrastructure,Civic work,Mangalorean.com,6
2020-06,2020,education,Education,Mangalorean.com,1
2020-06,2020,fire_emergency,Fire and emergency,Daijiworld,12
2020-06,2020,fire_emergency,Fire and emergency,Mangalorean.com,2
2020-06,2020,governance,Governance,Daijiworld,1
2020-06,2020,governance,Governance,Mangalorean.com,5
2020-06,2020,health,Health,Daijiworld,24
2020-06,2020,health,Health,Mangalorean.com,173
2020-06,2020,other,Other,Daijiworld,4
2020-06,2020,crime_public_safety,Public safety,Daijiworld,2
2020-06,2020,crime_public_safety,Public safety,Mangalorean.com,1
2020-06,2020,flood_weather,Rain and weather,Daijiworld,6
2020-06,2020,flood_weather,Rain and weather,Mangalorean.com,3
2020-06,2020,road_safety,Road safety,Daijiworld,17
2020-06,2020,road_safety,Road safety,Mangalorean.com,3
2020-07,2020,civic_infrastructure,Civic work,Daijiworld,5
2020-07,2020,civic_infrastructure,Civic work,Mangalorean.com,7
2020-07,2020,education,Education,Mangalorean.com,8
2020-07,2020,fire_emergency,Fire and emergency,Daijiworld,13
2020-07,2020,fire_emergency,Fire and emergency,Mangalorean.com,2
2020-07,2020,governance,Governance,Mangalorean.com,2
2020-07,2020,health,Health,Daijiworld,40
2020-07,2020,health,Health,Mangalorean.com,254
2020-07,2020,other,Other,Daijiworld,6
2020-07,2020,other,Other,Mangalorean.com,3
2020-07,2020,crime_public_safety,Public safety,Daijiworld,2
2020-07,2020,crime_public_safety,Public safety,Mangalorean.com,1
2020-07,2020,flood_weather,Rain and weather,Daijiworld,5
2020-07,2020,flood_weather,Rain and weather,Mangalorean.com,6
2020-07,2020,road_safety,Road safety,Daijiworld,10
2020-07,2020,road_safety,Road safety,Mangalorean.com,3
2020-08,2020,civic_infrastructure,Civic work,Daijiworld,4
2020-08,2020,civic_infrastructure,Civic work,Mangalorean.com,3
2020-08,2020,education,Education,Mangalorean.com,1
2020-08,2020,fire_emergency,Fire and emergency,Daijiworld,21
2020-08,2020,fire_emergency,Fire and emergency,Mangalorean.com,5
2020-08,2020,governance,Governance,Daijiworld,2
2020-08,2020,governance,Governance,Mangalorean.com,5
2020-08,2020,health,Health,Daijiworld,23
2020-08,2020,health,Health,Mangalorean.com,167
2020-08,2020,other,Other,Daijiworld,9
2020-08,2020,other,Other,Mangalorean.com,2
2020-08,2020,crime_public_safety,Public safety,Mangalorean.com,1
2020-08,2020,flood_weather,Rain and weather,Daijiworld,15
2020-08,2020,flood_weather,Rain and weather,Mangalorean.com,9
2020-08,2020,road_safety,Road safety,Daijiworld,22
2020-08,2020,road_safety,Road safety,Mangalorean.com,11
2020-09,2020,civic_infrastructure,Civic work,Daijiworld,10
2020-09,2020,education,Education,Daijiworld,1
2020-09,2020,fire_emergency,Fire and emergency,Daijiworld,19
2020-09,2020,fire_emergency,Fire and emergency,Mangalorean.com,1
2020-09,2020,governance,Governance,Daijiworld,1
2020-09,2020,health,Health,Daijiworld,14
2020-09,2020,health,Health,Mangalorean.com,3
2020-09,2020,other,Other,Daijiworld,6
2020-09,2020,flood_weather,Rain and weather,Daijiworld,11
2020-09,2020,flood_weather,Rain and weather,Mangalorean.com,2
2020-09,2020,road_safety,Road safety,Daijiworld,17
2020-09,2020,road_safety,Road safety,Mangalorean.com,2
2020-10,2020,civic_infrastructure,Civic work,Daijiworld,7
2020-10,2020,education,Education,Daijiworld,2
2020-10,2020,fire_emergency,Fire and emergency,Daijiworld,15
2020-10,2020,governance,Governance,Daijiworld,1
2020-10,2020,health,Health,Daijiworld,17
2020-10,2020,other,Other,Daijiworld,5
2020-10,2020,crime_public_safety,Public safety,Daijiworld,3
2020-10,2020,flood_weather,Rain and weather,Daijiworld,10
2020-10,2020,flood_weather,Rain and weather,Mangalorean.com,1
2020-10,2020,road_safety,Road safety,Daijiworld,15
2020-10,2020,road_safety,Road safety,Mangalorean.com,1
2020-11,2020,civic_infrastructure,Civic work,Daijiworld,9
2020-11,2020,education,Education,Daijiworld,2
2020-11,2020,fire_emergency,Fire and emergency,Daijiworld,7
2020-11,2020,health,Health,Daijiworld,23
2020-11,2020,other,Other,Daijiworld,3
2020-11,2020,crime_public_safety,Public safety,Daijiworld,2
2020-11,2020,flood_weather,Rain and weather,Daijiworld,6
2020-11,2020,road_safety,Road safety,Daijiworld,12
2020-12,2020,civic_infrastructure,Civic work,Daijiworld,6
2020-12,2020,fire_emergency,Fire and emergency,Daijiworld,10
2020-12,2020,health,Health,Daijiworld,13
2020-12,2020,other,Other,Daijiworld,3
2020-12,2020,flood_weather,Rain and weather,Daijiworld,3
2020-12,2020,road_safety,Road safety,Daijiworld,19
2021-01,2021,civic_infrastructure,Civic work,Daijiworld,10
2021-01,2021,fire_emergency,Fire and emergency,Daijiworld,20
2021-01,2021,governance,Governance,Daijiworld,4
2021-01,2021,health,Health,Daijiworld,15
2021-01,2021,other,Other,Daijiworld,7
2021-01,2021,crime_public_safety,Public safety,Daijiworld,1
2021-01,2021,flood_weather,Rain and weather,Daijiworld,5
2021-01,2021,road_safety,Road safety,Daijiworld,31
2021-02,2021,civic_infrastructure,Civic work,Daijiworld,4
2021-02,2021,education,Education,Daijiworld,1
2021-02,2021,fire_emergency,Fire and emergency,Daijiworld,7
2021-02,2021,governance,Governance,Daijiworld,1
2021-02,2021,health,Health,Daijiworld,6
2021-02,2021,other,Other,Daijiworld,5
2021-02,2021,crime_public_safety,Public safety,Daijiworld,2
2021-02,2021,flood_weather,Rain and weather,Daijiworld,2
2021-02,2021,road_safety,Road safety,Daijiworld,25
2021-03,2021,civic_infrastructure,Civic work,Daijiworld,14
2021-03,2021,education,Education,Daijiworld,3
2021-03,2021,fire_emergency,Fire and emergency,Daijiworld,14
2021-03,2021,health,Health,Daijiworld,8
2021-03,2021,other,Other,Daijiworld,4
2021-03,2021,crime_public_safety,Public safety,Daijiworld,2
2021-03,2021,flood_weather,Rain and weather,Daijiworld,3
2021-03,2021,road_safety,Road safety,Daijiworld,34
2021-04,2021,civic_infrastructure,Civic work,Daijiworld,14
2021-04,2021,education,Education,Daijiworld,1
2021-04,2021,fire_emergency,Fire and emergency,Daijiworld,11
2021-04,2021,health,Health,Daijiworld,24
2021-04,2021,other,Other,Daijiworld,12
2021-04,2021,crime_public_safety,Public safety,Daijiworld,3
2021-04,2021,flood_weather,Rain and weather,Daijiworld,4
2021-04,2021,road_safety,Road safety,Daijiworld,30
2021-04,2021,road_safety,Road safety,Mangalore Today,1
2021-05,2021,civic_infrastructure,Civic work,Daijiworld,8
2021-05,2021,fire_emergency,Fire and emergency,Daijiworld,5
2021-05,2021,health,Health,Daijiworld,15
2021-05,2021,other,Other,Daijiworld,8
2021-05,2021,crime_public_safety,Public safety,Daijiworld,1
2021-05,2021,flood_weather,Rain and weather,Daijiworld,8
2021-05,2021,road_safety,Road safety,Daijiworld,19
2021-06,2021,civic_infrastructure,Civic work,Daijiworld,15
2021-06,2021,education,Education,Daijiworld,1
2021-06,2021,fire_emergency,Fire and emergency,Daijiworld,5
2021-06,2021,governance,Governance,Daijiworld,2
2021-06,2021,health,Health,Daijiworld,12
2021-06,2021,health,Health,Other sources,1
2021-06,2021,other,Other,Daijiworld,8
2021-06,2021,flood_weather,Rain and weather,Daijiworld,8
2021-06,2021,road_safety,Road safety,Daijiworld,17
2021-07,2021,civic_infrastructure,Civic work,Daijiworld,10
2021-07,2021,education,Education,Daijiworld,1
2021-07,2021,fire_emergency,Fire and emergency,Daijiworld,8
2021-07,2021,health,Health,Daijiworld,16
2021-07,2021,other,Other,Daijiworld,11
2021-07,2021,crime_public_safety,Public safety,Daijiworld,2
2021-07,2021,flood_weather,Rain and weather,Daijiworld,19
2021-07,2021,road_safety,Road safety,Daijiworld,19
2021-08,2021,civic_infrastructure,Civic work,Daijiworld,13
2021-08,2021,education,Education,Daijiworld,1
2021-08,2021,fire_emergency,Fire and emergency,Daijiworld,5
2021-08,2021,health,Health,Daijiworld,7
2021-08,2021,other,Other,Daijiworld,3
2021-08,2021,crime_public_safety,Public safety,Daijiworld,1
2021-08,2021,flood_weather,Rain and weather,Daijiworld,6
2021-08,2021,road_safety,Road safety,Daijiworld,15
2021-09,2021,civic_infrastructure,Civic work,Daijiworld,7
2021-09,2021,civic_infrastructure,Civic work,Namma Kudla News,1
2021-09,2021,education,Education,Daijiworld,3
2021-09,2021,education,Education,Namma Kudla News,3
2021-09,2021,fire_emergency,Fire and emergency,Daijiworld,4
2021-09,2021,governance,Governance,Namma Kudla News,1
2021-09,2021,health,Health,Daijiworld,12
2021-09,2021,health,Health,Namma Kudla News,1
2021-09,2021,other,Other,Daijiworld,3
2021-09,2021,other,Other,Namma Kudla News,3
2021-09,2021,crime_public_safety,Public safety,Daijiworld,1
2021-09,2021,crime_public_safety,Public safety,Namma Kudla News,1
2021-09,2021,flood_weather,Rain and weather,Daijiworld,2
2021-09,2021,road_safety,Road safety,Daijiworld,14
2021-10,2021,civic_infrastructure,Civic work,Daijiworld,10
2021-10,2021,education,Education,Daijiworld,2
2021-10,2021,education,Education,Namma Kudla News,1
2021-10,2021,fire_emergency,Fire and emergency,Daijiworld,4
2021-10,2021,governance,Governance,Daijiworld,1
2021-10,2021,health,Health,Daijiworld,11
2021-10,2021,health,Health,Namma Kudla News,2
2021-10,2021,other,Other,Daijiworld,3
2021-10,2021,other,Other,Namma Kudla News,1
2021-10,2021,crime_public_safety,Public safety,Daijiworld,1
2021-10,2021,crime_public_safety,Public safety,Namma Kudla News,1
2021-10,2021,flood_weather,Rain and weather,Daijiworld,3
2021-10,2021,flood_weather,Rain and weather,Namma Kudla News,1
2021-10,2021,road_safety,Road safety,Daijiworld,24
2021-10,2021,road_safety,Road safety,Namma Kudla News,4
2021-11,2021,civic_infrastructure,Civic work,Daijiworld,7
2021-11,2021,education,Education,Daijiworld,2
2021-11,2021,fire_emergency,Fire and emergency,Daijiworld,5
2021-11,2021,governance,Governance,Daijiworld,2
2021-11,2021,health,Health,Daijiworld,9
2021-11,2021,other,Other,Daijiworld,8
2021-11,2021,crime_public_safety,Public safety,Daijiworld,1
2021-11,2021,flood_weather,Rain and weather,Daijiworld,7
2021-11,2021,road_safety,Road safety,Daijiworld,23
2021-12,2021,civic_infrastructure,Civic work,Daijiworld,7
2021-12,2021,fire_emergency,Fire and emergency,Daijiworld,5
2021-12,2021,health,Health,Daijiworld,6
2021-12,2021,other,Other,Daijiworld,4
2021-12,2021,crime_public_safety,Public safety,Daijiworld,1
2021-12,2021,road_safety,Road safety,Daijiworld,20
2022-01,2022,civic_infrastructure,Civic work,Daijiworld,9
2022-01,2022,fire_emergency,Fire and emergency,Daijiworld,4
2022-01,2022,health,Health,Daijiworld,9
2022-01,2022,other,Other,Daijiworld,7
2022-01,2022,crime_public_safety,Public safety,Daijiworld,2
2022-01,2022,flood_weather,Rain and weather,Daijiworld,1
2022-01,2022,road_safety,Road safety,Daijiworld,21
2022-02,2022,civic_infrastructure,Civic work,Daijiworld,5
2022-02,2022,fire_emergency,Fire and emergency,Daijiworld,2
2022-02,2022,health,Health,Daijiworld,5
2022-02,2022,other,Other,Daijiworld,5
2022-02,2022,crime_public_safety,Public safety,Daijiworld,1
2022-02,2022,flood_weather,Rain and weather,Daijiworld,1
2022-02,2022,road_safety,Road safety,Daijiworld,23
2022-03,2022,civic_infrastructure,Civic work,Daijiworld,8
2022-03,2022,education,Education,Daijiworld,4
2022-03,2022,fire_emergency,Fire and emergency,Daijiworld,4
2022-03,2022,governance,Governance,Daijiworld,1
2022-03,2022,health,Health,Daijiworld,12
2022-03,2022,other,Other,Daijiworld,7
2022-03,2022,crime_public_safety,Public safety,Daijiworld,1
2022-03,2022,flood_weather,Rain and weather,Daijiworld,4
2022-03,2022,road_safety,Road safety,Daijiworld,27
2022-04,2022,civic_infrastructure,Civic work,Daijiworld,6
2022-04,2022,education,Education,Daijiworld,1
2022-04,2022,fire_emergency,Fire and emergency,Daijiworld,6
2022-04,2022,governance,Governance,Daijiworld,3
2022-04,2022,health,Health,Daijiworld,9
2022-04,2022,health,Health,Other sources,1
2022-04,2022,other,Other,Daijiworld,6
2022-04,2022,crime_public_safety,Public safety,Daijiworld,4
2022-04,2022,road_safety,Road safety,Daijiworld,23
2022-05,2022,civic_infrastructure,Civic work,Daijiworld,8
2022-05,2022,education,Education,Daijiworld,8
2022-05,2022,fire_emergency,Fire and emergency,Daijiworld,5
2022-05,2022,health,Health,Daijiworld,21
2022-05,2022,other,Other,Daijiworld,3
2022-05,2022,crime_public_safety,Public safety,Daijiworld,2
2022-05,2022,flood_weather,Rain and weather,Daijiworld,5
2022-05,2022,road_safety,Road safety,Daijiworld,23
2022-06,2022,civic_infrastructure,Civic work,Daijiworld,4
2022-06,2022,civic_infrastructure,Civic work,Namma Kudla News,1
2022-06,2022,education,Education,Daijiworld,9
2022-06,2022,education,Education,Namma Kudla News,1
2022-06,2022,fire_emergency,Fire and emergency,Daijiworld,9
2022-06,2022,governance,Governance,Daijiworld,2
2022-06,2022,governance,Governance,Namma Kudla News,1
2022-06,2022,health,Health,Daijiworld,11
2022-06,2022,health,Health,Namma Kudla News,3
2022-06,2022,other,Other,Daijiworld,7
2022-06,2022,other,Other,Namma Kudla News,3
2022-06,2022,crime_public_safety,Public safety,Daijiworld,8
2022-06,2022,flood_weather,Rain and weather,Daijiworld,8
2022-06,2022,road_safety,Road safety,Daijiworld,34
2022-06,2022,road_safety,Road safety,Namma Kudla News,1
2022-07,2022,civic_infrastructure,Civic work,Daijiworld,6
2022-07,2022,education,Education,Daijiworld,1
2022-07,2022,education,Education,Namma Kudla News,3
2022-07,2022,fire_emergency,Fire and emergency,Daijiworld,10
2022-07,2022,governance,Governance,Daijiworld,4
2022-07,2022,governance,Governance,Namma Kudla News,1
2022-07,2022,health,Health,Daijiworld,22
2022-07,2022,other,Other,Daijiworld,3
2022-07,2022,other,Other,Namma Kudla News,3
2022-07,2022,crime_public_safety,Public safety,Daijiworld,6
2022-07,2022,flood_weather,Rain and weather,Daijiworld,23
2022-07,2022,flood_weather,Rain and weather,Namma Kudla News,1
2022-07,2022,road_safety,Road safety,Daijiworld,31
2022-07,2022,road_safety,Road safety,Namma Kudla News,2
2022-08,2022,civic_infrastructure,Civic work,Daijiworld,6
2022-08,2022,education,Education,Daijiworld,9
2022-08,2022,fire_emergency,Fire and emergency,Daijiworld,6
2022-08,2022,governance,Governance,Daijiworld,3
2022-08,2022,health,Health,Daijiworld,15
2022-08,2022,other,Other,Daijiworld,4
2022-08,2022,crime_public_safety,Public safety,Daijiworld,1
2022-08,2022,flood_weather,Rain and weather,Daijiworld,5
2022-08,2022,road_safety,Road safety,Daijiworld,32
2022-09,2022,civic_infrastructure,Civic work,Daijiworld,6
2022-09,2022,education,Education,Daijiworld,4
2022-09,2022,fire_emergency,Fire and emergency,Daijiworld,6
2022-09,2022,governance,Governance,Daijiworld,6
2022-09,2022,health,Health,Daijiworld,27
2022-09,2022,other,Other,Daijiworld,7
2022-09,2022,crime_public_safety,Public safety,Daijiworld,7
2022-09,2022,flood_weather,Rain and weather,Daijiworld,2
2022-09,2022,road_safety,Road safety,Daijiworld,50
2022-10,2022,civic_infrastructure,Civic work,Daijiworld,6
2022-10,2022,education,Education,Daijiworld,3
2022-10,2022,fire_emergency,Fire and emergency,Daijiworld,9
2022-10,2022,governance,Governance,Daijiworld,8
2022-10,2022,health,Health,Daijiworld,11
2022-10,2022,other,Other,Daijiworld,8
2022-10,2022,crime_public_safety,Public safety,Daijiworld,2
2022-10,2022,flood_weather,Rain and weather,Daijiworld,3
2022-10,2022,road_safety,Road safety,Daijiworld,39
2022-11,2022,civic_infrastructure,Civic work,Daijiworld,7
2022-11,2022,education,Education,Daijiworld,2
2022-11,2022,fire_emergency,Fire and emergency,Daijiworld,11
2022-11,2022,governance,Governance,Daijiworld,13
2022-11,2022,health,Health,Daijiworld,12
2022-11,2022,other,Other,Daijiworld,6
2022-11,2022,crime_public_safety,Public safety,Daijiworld,4
2022-11,2022,flood_weather,Rain and weather,Daijiworld,4
2022-11,2022,road_safety,Road safety,Daijiworld,59
2022-11,2022,road_safety,Road safety,Other sources,1
2022-12,2022,civic_infrastructure,Civic work,Daijiworld,8
2022-12,2022,civic_infrastructure,Civic work,Namma Kudla News,25
2022-12,2022,education,Education,Daijiworld,1
2022-12,2022,education,Education,Namma Kudla News,10
2022-12,2022,fire_emergency,Fire and emergency,Daijiworld,9
2022-12,2022,fire_emergency,Fire and emergency,Namma Kudla News,2
2022-12,2022,governance,Governance,Daijiworld,6
2022-12,2022,governance,Governance,Namma Kudla News,12
2022-12,2022,health,Health,Daijiworld,15
2022-12,2022,health,Health,Namma Kudla News,15
2022-12,2022,other,Other,Daijiworld,2
2022-12,2022,other,Other,Namma Kudla News,47
2022-12,2022,crime_public_safety,Public safety,Daijiworld,7
2022-12,2022,crime_public_safety,Public safety,Namma Kudla News,9
2022-12,2022,flood_weather,Rain and weather,Daijiworld,1
2022-12,2022,flood_weather,Rain and weather,Namma Kudla News,7
2022-12,2022,road_safety,Road safety,Daijiworld,57
2022-12,2022,road_safety,Road safety,Namma Kudla News,17
2023-01,2023,civic_infrastructure,Civic work,Daijiworld,6
2023-01,2023,civic_infrastructure,Civic work,Namma Kudla News,18
2023-01,2023,education,Education,Daijiworld,1
2023-01,2023,education,Education,Namma Kudla News,18
2023-01,2023,fire_emergency,Fire and emergency,Daijiworld,15
2023-01,2023,governance,Governance,Daijiworld,7
2023-01,2023,governance,Governance,Namma Kudla News,19
2023-01,2023,health,Health,Daijiworld,11
2023-01,2023,health,Health,Mangalore Today,1
2023-01,2023,health,Health,Namma Kudla News,22
2023-01,2023,other,Other,Daijiworld,5
2023-01,2023,other,Other,Namma Kudla News,49
2023-01,2023,crime_public_safety,Public safety,Daijiworld,6
2023-01,2023,crime_public_safety,Public safety,Namma Kudla News,17
2023-01,2023,flood_weather,Rain and weather,Daijiworld,5
2023-01,2023,flood_weather,Rain and weather,Namma Kudla News,9
2023-01,2023,road_safety,Road safety,Daijiworld,34
2023-01,2023,road_safety,Road safety,Namma Kudla News,27
2023-02,2023,civic_infrastructure,Civic work,Daijiworld,5
