event_id,event_year,event_month,published_date,event_date,source_id,source_label,topic_label,domain,event_type,selected_location_name,map_lat,map_lon,map_precision,title,url
CAND_DAIJI_863882,2021,2021-08,2021-08-17,2021-08-17,daijiworld,Daijiworld,Civic work,public_works,civic_infrastructure_intervention,Pumpwell,12.857423,74.856686,junction,"Miscreants ‘rename’ Pumpwell flyover, Mangaluru Junction railway station after Veer Savarkar",https://www.daijiworld.com/news/newsDisplay?newsID=863882
CAND_DAIJI_866898,2021,2021-08,2021-08-26,2021-08-26,daijiworld,Daijiworld,Transport,transport,transport_service_disruption,Padil,12.8796,74.8739,junction,"Mangaluru: Cracks in railway tracks - One train cancelled, six delayed",https://www.daijiworld.com/news/newsDisplay?newsID=866898
CAND_DAIJI_872757,2021,2021-09,2021-09-12,2021-09-12,daijiworld,Daijiworld,Transport,transport,transport_service_disruption,Kulur,12.9196,74.8309,locality,Mangaluru: Huge potholes on both bridges at Kulur disrupt traffic movement,https://www.daijiworld.com/news/newsDisplay?newsID=872757
CAND_DAIJI_873860,2021,2021-09,2021-09-16,2021-09-16,daijiworld,Daijiworld,Civic work,public_works,civic_infrastructure_intervention,KPT,12.8959,74.841,junction,Mangaluru: 'Highway flyover approved near KPT Junction' - Nalin,https://www.daijiworld.com/news/newsDisplay?newsID=873860
CAND_DAIJI_877900,2021,2021-09,2021-09-28,2021-09-28,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Nanthoor,12.8956,74.8599,junction,Mangaluru: Nursing student dies in hit-and-run accident on national highway at Nanthoor,https://www.daijiworld.com/news/newsDisplay?newsID=877900
CAND_DAIJI_888696,2021,2021-10,2021-10-30,2021-10-30,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Padil,12.8796,74.8739,junction,Mangaluru: 45-year-old woman dies in scooter-tipper collision,https://www.daijiworld.com/news/newsDisplay?newsID=888696
CAND_DAIJI_890392,2021,2021-11,2021-11-04,2021-11-04,daijiworld,Daijiworld,Civic work,public_works,civic_infrastructure_intervention,Nanthoor,12.8956,74.8599,junction,Mangaluru: Lack of willpower turns Nanthoor flyover into a mirage,https://www.daijiworld.com/news/newsDisplay?newsID=890392
CAND_DAIJI_892389,2021,2021-11,2021-11-11,2021-11-11,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Padil,12.8796,74.8739,junction,"Mangaluru: Hit by concrete mix truck, scooter rider loses life",https://www.daijiworld.com/news/newsDisplay?newsID=892389
NEWS_DAIJI_2021_10_23_FLOOD,2021,2021-10,2021-10-23,2021-10-23,daijiworld,Daijiworld,Rain and weather,flood,urban_flooding,Kottara Chowki,12.910302,74.836243,junction,,https://www.daijiworld.com/news/newsDisplay?newsID=886082
NEWS_DAIJI_2021_11_20_FLOOD,2021,2021-11,2021-11-20,2021-11-20,daijiworld,Daijiworld,Rain and weather,flood,urban_flooding,Kottara Chowki,12.910302,74.836243,junction,,https://daijiworld.com/news/newsDisplay?newsID=895832
CAND_DAIJI_1013389,2022,2022-10,2022-10-26,2022-10-26,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Kottara Chowki,12.910302,74.836243,junction,Mangaluru: Man crossing road run over by speeding truck,https://www.daijiworld.com/news/newsDisplay?newsID=1013389
CAND_DAIJI_1023436,2022,2022-11,2022-11-26,2022-11-26,daijiworld,Daijiworld,Fire and emergency,fire,fire_or_explosion,Balmatta,12.8692,74.8459,locality,Mangaluru: Parked car catches fire due to short circuit,https://www.daijiworld.com/news/newsDisplay?newsID=1023436
CAND_DAIJI_924545,2022,2022-02,2022-02-09,2022-02-09,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Padil,12.8796,74.8739,junction,"Mangaluru: Lorry loaded with coke topples at Padil, traffic affected",https://www.daijiworld.com/news/newsDisplay?newsID=924545
CAND_DAIJI_942814,2022,2022-03,2022-03-31,2022-03-31,daijiworld,Daijiworld,Civic work,public_works,civic_infrastructure_intervention,Surathkal,12.9797,74.8039,locality,Mangaluru: New tender floated - Clouds of uncertainty over Surathkal tollgate closure,https://www.daijiworld.com/news/newsDisplay?newsID=942814
CAND_DAIJI_948198,2022,2022-04,2022-04-15,2022-04-15,daijiworld,Daijiworld,Fire and emergency,fire,fire_or_explosion,Hampankatta,12.8679,74.8419,locality,"Mangaluru: Bus-bike accident, fire mishap at Hampankatta – Driver arrested",https://www.daijiworld.com/news/newsDisplay?newsID=948198
CAND_DAIJI_951614,2022,2022-04,2022-04-25,2022-04-25,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Jeppinamogaru,12.8445,74.8644,locality,Mangaluru: U T Khader’s efforts to save accident hit at Jeppinamogaru goes in vain,https://www.daijiworld.com/news/newsDisplay?newsID=951614
CAND_DAIJI_965035,2022,2022-06,2022-06-03,2022-06-03,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Padil,12.8796,74.8739,junction,Mangaluru: 32-year-old Merwyn Pinto seriously injured in hit-and-run accident,https://www.daijiworld.com/news/newsDisplay?newsID=965035
CAND_DAIJI_977049,2022,2022-07,2022-07-08,2022-07-08,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Surathkal,12.9797,74.8039,locality,"Mangaluru: 38-year-old dead in crash between truck, van at Surathkal",https://www.daijiworld.com/news/newsDisplay?newsID=977049
CAND_DAIJI_981524,2022,2022-07,2022-07-22,2022-07-22,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Surathkal,12.9797,74.8039,locality,Mangaluru: Temple priest killed in bike-truck collision at Surathkal,https://www.daijiworld.com/news/newsDisplay?newsID=981524
CAND_DAIJI_988765,2022,2022-08,2022-08-12,2022-08-12,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Jeppinamogaru,12.8445,74.8644,locality,"Mangaluru: Hit-and-run accident at Jeppinamogaru – One killed, another injured",https://www.daijiworld.com/news/newsDisplay?newsID=988765
CAND_DAIJI_998980,2022,2022-09,2022-09-12,2022-09-12,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Kallapu,12.8256,74.86,locality,Mangaluru: Several injured in serial accident involving five vehicles,https://www.daijiworld.com/news/newsDisplay?newsID=998980
NEWS_DAIJI_2022_12_10_FATAL,2022,2022-12,2022-12-10,2022-12-03,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Kottara Chowki,12.910302,74.836243,junction,,https://www.daijiworld.com/news/newsDisplay?newsID=1027953
NEWS_NIE_2022_06_30_FLOOD_RESCUE,2022,2022-06,2022-06-30,2022-06-30,new_indian_express,Other sources,Rain and weather,flood,urban_flooding,Kottara Chowki,12.910302,74.836243,junction,,https://www.newindianexpress.com/states/karnataka/2022/Jun/30/monsoon-fury-hits-karnataka-coast-dakshina-kannada-udupi-flooded-2471691.html
CAND_DAIJI_1039637,2023,2023-01,2023-01-14,2023-01-14,daijiworld,Daijiworld,Transport,transport,transport_service_disruption,Surathkal,12.9797,74.8039,locality,"Mangaluru: Hillside collapses at Surathkal - One dead, another seriously injured",https://www.daijiworld.com/news/newsDisplay?newsID=1039637
CAND_DAIJI_1046676,2023,2023-02,2023-02-03,2023-02-03,daijiworld,Daijiworld,Fire and emergency,fire,fire_or_explosion,Jeppinamogaru,12.8445,74.8644,locality,Mangaluru: Fire breaks out in garage; several vehicles gutted,https://www.daijiworld.com/news/newsDisplay?newsID=1046676
CAND_DAIJI_1056878,2023,2023-03,2023-03-05,2023-03-05,daijiworld,Daijiworld,Transport,transport,transport_service_disruption,Hampankatta,12.8679,74.8419,locality,Mangaluru: Traffic system changed at Hampankatta on pilot basis,https://www.daijiworld.com/news/newsDisplay?newsID=1056878
CAND_DAIJI_1061321,2023,2023-03,2023-03-18,2023-03-18,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Nanthoor,12.8956,74.8599,junction,"Mangaluru: Speeding truck hits scooter at Nanthoor junction, two killed",https://www.daijiworld.com/news/newsDisplay?newsID=1061321
CAND_DAIJI_1062567,2023,2023-03,2023-03-22,2023-03-22,daijiworld,Daijiworld,Road safety,road_safety,road_crash,Kallapu,12.8256,74.86,locality,Mangaluru: Chemical tanker accident at Kallapu – Vehicle shifted in late night operation,https://www.daijiworld.com/news/newsDisplay?newsID=1062567
CAND_DAIJI_1062812,2023,2023-03,2023-03-22,2023-03-22,daijiworld,Daijiworld,Fire and emergency,fire,fire_or_explosion,Kallapu,12.8256,74.86,locality,Mangaluru: Fire breaks out at commercial complex in Thokkottu,https://www.daijiworld.com/news/newsDisplay?newsID=1062812
CAND_DAIJI_1064019,2023,2023-03,2023-03-26,2023-03-26,daijiworld,Daijiworld,Civic work,public_works,civic_infrastructure_intervention,Pumpwell,12.857423,74.856686,junction,Mangaluru: Kulur flyover project work limping on lines of incomplete Pumpwell one,https://www.daijiworld.com/news/newsDisplay?newsID=1064019
